wiki_title,wiki_url,area_served,company_type,founded,founders,headquarters,industry,key_people,net_income,num_employees,operating_income,owner,parent,products,revenue,subsidiaries,total_assets,total_equity,traded_as,website
National Grid plc,https://en.wikipedia.org/wiki/National_Grid_plc,,Public limited company,1990; 35 years ago (1990) in London,,"London, England, UK",Utilities,Paula Rosput Reynolds (Chair)John Pettigrew (CEO),£2.622 billion (2025),"31,645 (2025)",£4.765 billion (2025),,,Electricity transmissionElectricity distributionGas distributionGas transmission,£18.378 billion (2025),,£106.742 billion (2025),£37.826 billion (2025),LSE: NG.NYSE: NGGFTSE 100 component (NG.),nationalgrid.com
Northern Powergrid,https://en.wikipedia.org/wiki/Northern_Powergrid,North EastYorkshireNorth Lincolnshire,Subsidiary,1996,,"Newcastle Upon Tyne, UK",Energy,,,"2,700",,,Berkshire Hathaway Energy,,,Integrated Utility ServicesCalEnergy Resources Limited,,,,northernpowergrid.com
Pennon Group,https://en.wikipedia.org/wiki/Pennon_Group,,Public,1989,,"Exeter, England, UK",Water and waste,Gill Rider (Chair)Susan Davy (Chief Executive),£(56.8) million (2025),"3,910 (2025)",£110.9 million (2025),,,,"£1,047.8 million (2025)",Bournemouth WaterSouth West Water Bristol WaterPennon Water ServicesSES Water,,,LSE: PNNFTSE 250 component,pennon-group.co.uk
Renewi,https://en.wikipedia.org/wiki/Renewi,,Public,1880; 145 years ago (1880),Guy ShanksAndrew McEwan,"Dunedin House, Mount Farm, Auckland Park, Milton Keynes, MK1 1BU, UK",Waste management,Ben Verwaayen(Group Chairman)Otto de Bont(CEO),€(30.9) million (2024),,€105.5 million (2024),Macquarie European Infrastructure Fund 7 and BCI UK IRR,Macquarie GroupBCI,,"€1,689.2 million (2024)",,,,LSE: RWIEuronext: RWI,www.renewiplc.com
Severn Trent,https://en.wikipedia.org/wiki/Severn_Trent,"Midlands, South West",Public limited company (plc),1989; 36 years ago (1989),,"Coventry, England, UK",Water industry,Christine Hodgson (Chairperson)Liv Garfield (CEO),£229.4 million (2025),"9,539 (2025)",£590.2 million (2025),,,Drinking waterRecycled wastewater,"£2,426.7 million (2025)",,,,LSE: SVTFTSE 100 Component,www.severntrent.com
SSE plc,https://en.wikipedia.org/wiki/SSE_plc,United KingdomIreland,Public limited company,1998; 27 years ago (1998),,"Perth, Scotland, UK",Energy,Richard Gillingwater (Chairman)Alistair Phillips-Davies (CEO),"£1,884.4 million (2024)","13,891 (2024)","£2,367.1 million (2024)",,,,"£10,457.2 million (2024)",SSE ThermalScottish and Southern Electricity NetworksSSE RenewablesSSE AirtricityMultifuel Energy,,,LSE: SSEFTSE 100 component,www.sse.com
Tata Group,https://en.wikipedia.org/wiki/Tata_Group,Worldwide,Corporate group,1868; 157 years ago (1868),Jamsetji Nusserwanji Tata,"Mumbai, Maharashtra, India",Conglomerate,Natarajan Chandrasekaran (Chairman & Managing Director),₹1.13 lakh crore (US$13 billion) (2025),"1,151,353 (March 2025)",₹2.31 lakh crore (US$27 billion) (2025),,Tata Sons,AutomotiveChemicalsDefenceElectronicsFMCGJewelleryHome appliancesSteel,₹15.34 lakh crore (US$180 billion) (2025),35 (See full list),,,,www.tata.com
United Utilities,https://en.wikipedia.org/wiki/United_Utilities,North West England,Public limited company,1995; 30 years ago (1995),,"Warrington, England, UK",Water industry,David Higgins (Chairperson)Philip Nevill Green (CEO),£264.7 million (2025),,£631.5 million (2025),,,Drinking waterRecycled wastewater,"£2,145.2 million (2025)",,,,LSE: UU.FTSE 100 Component,www.unitedutilities.com
Beijing Yanjing Brewery,https://en.wikipedia.org/wiki/Beijing_Yanjing_Brewery,People's Republic of China,State-owned enterprise,1980,,"Number 9 Shuanghe Road, Shunyi District, Beijing, People's Republic of China",Beer,President: Mr. Geng Chao,,"42,239",,,,"Beer, mineral water, raw materials of beer, feedstuffs, yeast and plastic boxes",,,,,,www.yanjing.com.cn
Tianjin Binhai International Airport,https://en.wikipedia.org/wiki/Tianjin_Binhai_International_Airport,,,,,,,,,,,,,,,,,,,www.tbia.cn
China National Nuclear Corporation,https://en.wikipedia.org/wiki/China_National_Nuclear_Corporation,,State-owned enterprise,1955,,"Beijing, China",Nuclear technology,Sun Qin (President),US$ 1.3 billion (2023),"182,750 (2023)",,Government of China,,"Nuclear weapons, nuclear power generation",US$ 39.6 billion (2023),China Nuclear International Uranium Corporation Nuctech,US$ 188.6 billion (2023),,CSI A100,en.cnnc.com.cn
China Resources Microelectronics,https://en.wikipedia.org/wiki/China_Resources_Microelectronics,,Public; State-owned enterprise,28 January 2003; 22 years ago (2003-01-28),,"Wuxi, Jiangsu, China",Semiconductors,Chen Xiaojun (chairman)Li Hong (CEO),CN¥1.44 billion (2023),"10,249 (2023)",,,China Resources,,CN¥9.90 billion (2023),,CN¥29.22 billion (2023),CN¥23.63 billion (2023),SSE: 688396,www.crmicro.com
China Suntien Green Energy,https://en.wikipedia.org/wiki/China_Suntien_Green_Energy,,State-owned enterprise,9 February 2010; 15 years ago (2010-02-09),,"Shijiazhuang, China","Natural gas, Wind power",Xin Cao (Chairman)Chun Xiao Mei (CEO),"CN¥2,711 million (2021)","2,489 (2021)","CN¥15,985 million (2021)",,"HECIC (Hebei Construction & Investment Group), HECIC Water Investment Co.",,,Caofeidian Suntien Liquefied Natural Gas Co.Hebei Natural Gas CompanyHECIC New Energy Co.,"CN¥16,005 million (2021)","CN¥23,764 million (2021)",,www.suntien.com
China Water Affairs Group,https://en.wikipedia.org/wiki/China_Water_Affairs_Group,People's Republic of China,Listed company,1998,,"Hong Kong, People's Republic of China",Water supply,Chairman: Mr. Duan Chuan-liang,,,,,,,,,,,,China Water Affairs Group Limited
Concord New Energy,https://en.wikipedia.org/wiki/Concord_New_Energy,,listed,1984 in Hong Kong (predecessor)1997 in Bermuda and Hong Kong2007 (backdoor listing),,"Hong Kong S.A.R., China(second registered office)Singapore(management centre)Hamilton, Bermuda(registered office)",Public utility,,,,,,,,,Nam Pei Hong Sum Yung Drugs(former)China Wind Power Holdings,,,SEHK: 182,www.concordnewenergy.com
ENN Energy,https://en.wikipedia.org/wiki/ENN_Energy,,Listed company (SEHK: 2688),,,"Langfang, China",Utilities,Chairman: Wang Yusuo,,,,,ENN Group,,"RMB60,698 million (2018)",,,,Hang Seng Index,http://ir.ennenergy.com/en/global/home.php
GCL-Poly,https://en.wikipedia.org/wiki/GCL-Poly,Worldwide,Limited,1996; 29 years ago (1996),,"Hong Kong, Cayman Islands",IndustrialsIndustrial engineeringNew energy materials,Zhu Gong Shan,,,,,Golden Concord Group Limited,,,,,,SEHK: 3800,www.gcl-poly.com.hk
Global Strategic Trends Programme,https://en.wikipedia.org/wiki/Global_Strategic_Trends_Programme,,,,,,,,,,,,,,,,,,,
Guangdong Investment,https://en.wikipedia.org/wiki/Guangdong_Investment,"mainland China, Hong Kong",public,5 January 1973 (1973-01-05) (predecessor)12 July 1988 (1988-07-12) (as Guangdong Investment),,"Guangdong Investment Tower, Hong Kong Island, Hong Kong","water supply, infrastructure, real estate, department store, hotel",Huang Xiaofeng (chairman),,,,Guangdong Holdings (54.68%),Guangdong Holdings,,,,,,SEHK: 270,gdi.com.hk
Huadian Power International,https://en.wikipedia.org/wiki/Huadian_Power_International,China,public,1994,,"Jinan, Shandong, China",Power generation,Chen Feihu (Chairman),,,,,China Huadian,,,,,,SSE: 600027(A share)SEHK: 1071(H share),Huadian Power International
Huaneng Power International,https://en.wikipedia.org/wiki/Huaneng_Power_International,ChinaSingapore,Public,30 June 1994 (1994-06-30) in Beijing,Huaneng Group,"Beijing, China",Power generation,Cao Peixi [zh] (Chairman),CN¥001.580 billion (2017),"42,210 (2016)",,Huaneng Group (47.16%),Huaneng Group,,"113,814,236,000 renminbi (2016)",,CN¥396.590 billion (2017),CN¥087.642 billion (2017),SSE: 600011 (A share)SEHK: 902 (H share)NYSE: HNP (ADS)HS China Enterprises Index componentSSE SmallCap Index component,www.hpi.com.cn
Universal Lighting Technologies,https://en.wikipedia.org/wiki/Universal_Lighting_Technologies,,,1947,,"Nashville, Tennessee, United States",Ballast manufacturing,,,"2,330 (2011)",,,Atar Capital,Lighting & Lighting Controls,,,,,,
University of Virginia's College at Wise,https://en.wikipedia.org/wiki/University_of_Virginia%27s_College_at_Wise,,Public liberal arts college,,,,,,,,,,,,,,,,,uvawise.edu
Anglo-Eastern Plantations,https://en.wikipedia.org/wiki/Anglo-Eastern_Plantations,,Public,1985,,"London, England",Food,"Jonathan Law Ngee Song, Chair Kevin Wong, CEO",£67.6 million (2024),,£81.7 million (2024),,,Palm oilPalm kernels,£372.3 million (2024),,,,LSE: AEP,www.angloeastern.co.uk
Associated British Foods,https://en.wikipedia.org/wiki/Associated_British_Foods,Worldwide,Public,20 October 1935; 90 years ago (1935-10-20),W. Garfield Weston,"London, England, UK",Food processingRetail,Michael McLintock (Chairperson)George G. Weston (CEO),£1.480 billion (2024),"138,000 (2025)",£1.998 billion (2024),Wittington Investments (54.5%),,Foodingredients,£20.073 billion (2024),AB AgriAB MauriAB SugarAB World FoodsAllied BakeriesAllied MillsACH Food CompaniesBritish SugarDorset CerealsIllovo SugarPrimarkWander AG,£19.014 billion (2024),£11.278 billion (2024),LSE: ABFFTSE 100 Component,abf.co.uk
British American Tobacco,https://en.wikipedia.org/wiki/British_American_Tobacco,Worldwide,Public,September 1902; 123 years ago (1902-09),James Buchanan Duke,"London, England, UK",Tobacco,Luc Jobin (chairman)Tadeu Marroco (CEO),£3.181 billion (2024),"46,000 (2025)",£2.736 billion (2024),,,CigarettesNicotine pouchesElectronic cigarettes,£25.867 billion (2024),Reynolds American Imperial Tobacco Canada Bentoel Group Souza Cruz Niemeyer Tekel Pakistan Tobacco Company Ceylon Tobacco Company (84%),,,LSE: BATS NYSE: BTI (ADS) JSE: BTI KN: BAT FTSE 100 component (BATS),bat.com
Britvic,https://en.wikipedia.org/wiki/Britvic,,Private,1938; 87 years ago (1938),,"Hemel Hempstead, England, UK",Soft drinks,,£125.8 million (2024 - plc),"4,808 (2024 - plc)",£250.9 million (2024 - plc),,Carlsberg Britvic,Licensee:7UpMountain DewPepsiGatoradeLipton,"£1,899 million (2024 - plc)",,,,,britvic.com
Camellia (company),https://en.wikipedia.org/wiki/Camellia_(company),International,"Corporate group, Public limited company","August 15, 1889; 136 years ago (1889-08-15)",,"Linton, Kent, United Kingdom",Agriculture,,,"78,000+",,,,,,,,,LSE: CAM,www.camellia.plc.uk
Carr's,https://en.wikipedia.org/wiki/Carr%27s,,Private (1831–1964)Subsidiary (1931–),"1831; 194 years ago (1831) in Carlisle, Cumberland",Jonathan Dodgson Carr,"Carlisle, United Kingdom",,,,,,,Cavenham Foods (1964–71) United Biscuits (1972–),Biscuits (United Biscuits)Flour (Carr's Flour Mills Ltd),,,,,,carrscrackers.com
C&C Group,https://en.wikipedia.org/wiki/C%26C_Group,,Public limited company,"Belfast, Ireland (1852)",,"Dublin, Ireland",Beverages,Ralph Findlay OBE (Chairman)Patrick McMahon (CEO),€(113.5) million (2024),,€60.0 million (2024),,,"Alcoholic drinks, soft drinks","€2,023.0 million (2024)",,,,LSE: CCR,candcgroupplc.com
Coca-Cola Europacific Partners,https://en.wikipedia.org/wiki/Coca-Cola_Europacific_Partners,EuropeAustraliaAsia-PacificIndonesiaPhilippines,Public,28 May 2016; 9 years ago (2016-05-28) (as Coca-Cola European Partners)10 May 2021; 4 years ago (2021-05-10) (as Coca-Cola Europacific Partners),,"Uxbridge, England",Beverages,Sol Daurella (chairman)Damian Gammell (CEO),€1.444 billion (2024),"41,000 (2024)",€2.132 billion (2024),,,"Regular, low- and no-calorie beverages including energy drinks, still and sparkling waters, juices and juice drinks, sports drinks, and ready-to-drink teas",€20.438 billion (2024),,€31.1 billion (2024),€8.489 billion (2024),LSE: CCEP FTSE 100 component Nasdaq: CCEP Nasdaq-100 component,www.cocacolaep.com
The Coca-Cola Company,https://en.wikipedia.org/wiki/The_Coca-Cola_Company,Worldwide (formerly in Russia until 2022),Public,"January 29, 1892; 133 years ago (1892-01-29) in Atlanta, Georgia, U.S.",Asa Griggs Candler,"Atlanta, Georgia, United States",Beverage,James Quincey (chairman and CEO)John Murphy (president and CFO),US$10.63 billion (2024),"69,700 (2024)",US$9.992 billion (2024),,,"Soft drinks, non-alcoholic and alcoholic beverages",US$47.06 billion (2024),List of subsidiaries,US$100.5 billion (2024),US$26.37 billion (2024),NYSE: KODJIA componentS&P 100 componentS&P 500 component,coca-colacompany.com
Cranswick plc,https://en.wikipedia.org/wiki/Cranswick_plc,,Public,1972,,"Hull, England",Food,Tim Smith (Chairman)Adam Couch (CEO),£113.1 million (2024),"11,038 (2024)",£166.9 million (2024),,,,"£2,599.3 million (2024)",,,,LSE: CWKFTSE 250 component,cranswick.plc.uk
Creightons,https://en.wikipedia.org/wiki/Creightons,,Public Limited Company,1975; 50 years ago (1975),,"Peterborough, England, UK",Consumer goods,William McIlroy(Executive Chairman)Bernard Johnson(Executive Managing Director),£3.2 million (2020),,£3.8 million (2020),,,,£47.8 million (2020),,,,LSE: CRL,creightonsplc.com
Devro,https://en.wikipedia.org/wiki/Devro,,Private limited company,1950,,"Moodiesburn, Chryston, Scotland",Food processing,Gerard Hoetmer (Chairman)Rutger Helbing (CEO),£31.1 million (2021),,£42.7 million (2021),SARIA,,Collagen sausage and cooked meat casings; collagen films and casings for the medical and cosmetics industries,£252.4 million (2021),,,,LSE: DVO,www.devro.com
Diageo,https://en.wikipedia.org/wiki/Diageo,,Public,17 December 1997; 27 years ago (1997-12-17),,"London, England",Drink industry,John Manzoni (Chairman)Nik Jhangiani (Interim CEO)Deidre Mahlan (Interim CFO),US$3.870 billion (2024),"30,000 (2024)",US$6.001 billion (2024),,,"Alcoholic beverages: spirits, beer and wine",US$20.269 billion (2024),United Spirits (55.9%),US$45.474 billion (2024),US$12.070 billion (2024),LSE: DGENYSE: DEOFTSE 100 Component,diageo.com
Equatorial Palm Oil,https://en.wikipedia.org/wiki/Equatorial_Palm_Oil,,,,,,,,,,,,,,,,,,,
Glanbia,https://en.wikipedia.org/wiki/Glanbia,Worldwide,Public limited company,1997; 28 years ago (1997),,"Kilkenny, Ireland",Food processing,Donard Gaynor (Group Chairman) Hugh McGuire (CEO),$347.7 million (2023),"5,534 (2023)",$392.2 million (2023),,,IngredientsProtein supplementsEnergy barsDairy productsDairy-free products,$5.4 billion (2023),,"$3,799.1 million (2023)","$2,132.6m billion (2023)",Euronext Dublin: GL9 LSE: GLBISEQ 20 component,www.glanbia.com
Greencore,https://en.wikipedia.org/wiki/Greencore,,Public,"1991; 34 years ago (1991) in Dublin, Ireland",,"Dublin, Ireland",,Leslie Van de Walle (Chairman) Dalton Philips (CEO),£46.3 million (2024),"13,300 (2025)",£94.5 million (2024),,,Convenience foods,"£1,807.1 million (2024)",Feldhues Group,,,LSE: GNCFTSE 250 component,www.greencore.com
Greggs,https://en.wikipedia.org/wiki/Greggs,,Public,"1939; 86 years ago (1939) in Gosforth, Newcastle upon Tyne, England",John Gregg,Newcastle upon Tyne,Food (Food on the go),Ian Durant (group chairman)Roisin Currie (Chief Executive),£153.4 million (2024),"32,000 (2024)",£195.3 million (2024),,,Sausage rollsPastriesPizzasSandwichesCakesBaguettes,"£2,014.4 million (2024)",,,,LSE: GRGFTSE 250 component,greggs.co.uk
Hilton Food Group,https://en.wikipedia.org/wiki/Hilton_Food_Group,,Public,1994; 31 years ago (1994),,"Huntingdon, United Kingdom",Food,Robert Watson (Chairman) Steve Murrells (CEO),£41.6 million (2024),,£98.8 million (2024),,,Meat packing,"£3,988.3 million (2024)",,,,LSE: HFGFTSE 250 component,hiltonfoods.com
Imperial Brands,https://en.wikipedia.org/wiki/Imperial_Brands,Worldwide,Public,1901; 124 years ago (1901),,"Bristol, England",Tobacco,"List Mark Williamson (Chairperson) Alison Cooper (CEO) Sir William Henry Wills, Bt. (First Chairman) Sir George Alfred Wills, Bt. (Former President) The 1st Baron Dulverton (Former President)",£2.747 billion (2024),"24,900 (2024)",£3.554 billion (2024),,,Cigarettescigarsfine-cut rolling tobaccorolling papers and tubessnusvapesheated tobaccooral nicotine,£32.411 billion (2024),Fontem Ventures Imperial Tobacco ITG Brands Altadis Logista,,,LSE: IMBFTSE 100 Component,imperialbrandsplc.com
Kerry Group,https://en.wikipedia.org/wiki/Kerry_Group,,Public limited company,"1972; 53 years ago (1972) in Listowel, County Kerry, Ireland",,"Tralee, County Kerry",,Tom Moran (Chairman)Edmond Scanlon (CEO),€728.1 million (2023),"23,000 (2024)",€866.0 million (2023),,Kerry Co-operative Creameries (11.3%),Food ingredients and flavours,"€8,020.3 million (2023",,"€11,692.4 million (2023)","€6,522.8 million (2023)",Euronext Dublin: KRZ LSE: KYGAISEQ 20 component,kerrygroup.com
McBride plc,https://en.wikipedia.org/wiki/McBride_plc,"UK, Europe",Public,1927; 98 years ago (1927),Robert McBride,"Manchester, UK",Household & personal care products,"Jeffrey Nodland, (Chairman)Chris Smith, (CEO)Mark Strickland, (CFO)",£33.2 million (2025),"3,274 (2025)",£66.1 million (2025),,,,£926.5 million (2025),,,,LSE: MCB,www.mcbride.co.uk
McColl's,https://en.wikipedia.org/wiki/McColl%27s,,,1973; 52 years ago (1973),Martin McColl,United Kingdom,Convenience store chain,,,,,Morrisons,,,,,,,,
PrJSC MHP,https://en.wikipedia.org/wiki/PrJSC_MHP,World Wide,Private joint-stock-company,1998,,"Kyiv, Ukraine","Agriculture, Foodtech","Yuriy Kosiuk (Founder, CEO)",,,,,,,,,,,,http://www.mhp.com.ua/en
Ken Morrison,https://en.wikipedia.org/wiki/Ken_Morrison,,,,,,,,,,,,,,,,,,,Morrisons Official Website
Nichols plc,https://en.wikipedia.org/wiki/Nichols_plc,,Public,,,,,,,,,,,,,,,,AIM: NICL,nicholsplc.co.uk
Ocado,https://en.wikipedia.org/wiki/Ocado,United Kingdom,Public,April 2000; 25 years ago (2000-04),Jonathan FaimanJason GissingTim Steiner,"Hatfield, Hertfordshire, England, UK",Internet retail,Richard Haythornthwaite (Chairman)Tim Steiner (CEO),£(374.3) million (2024),,£(301.9) million (2024),,,,"£1,214.5 million (2024)",,,,LSE: OCDO,ocadogroup.com
Origin Enterprises,https://en.wikipedia.org/wiki/Origin_Enterprises,,Public limited company,2006,,"Dublin, Ireland",Food,"Gary Britton, (Non-Executive Chairman)Sean Coyle, (CEO)",€57.8 (2016),">2,600 (2020)",€66.2 (2016),,,Food and agribusiness,"€1,521.3 (2016)",,,,Euronext Dublin: OIZ AIM: OGNISEQ 20 componentEuronext Growth,www.originenterprises.com
Magnit,https://en.wikipedia.org/wiki/Magnit,,Public (PAO),1994; 31 years ago (1994),Sergei Galitsky,"Russia, Krasnodar",Retail,Jan Dunning (CEO),$458 million (2020),"300,000",$5.07 billion (2020),,,Consumer goods,$21.5 billion (2020),,$13.1 billion (2020),$2.54 billion (2020),MCX: MGNTLSE: MGNT,www.magnit.ru
Premier Foods,https://en.wikipedia.org/wiki/Premier_Foods,,Public,1975 (as Hillsdown Holdings),,"St. Albans, Hertfordshire, United Kingdom",Food Manufacturing,"Colin Day, (Chairman)Alex Whitehouse, (CEO)",£112.5 million (2024),"4,232 (2024)",£177.7 million (2024),,,Foods,"£1,137.5 million (2024)",,,,LSE: PFDFTSE 250 component,www.premierfoods.co.uk
