title,release_year,artists,genres,region
Rockin' Mann,2004.0,Carl Mann,Rock,UK
The Beatles,1968.0,The Beatles,Rock,Guatemala
Staplegun,2019.0,David Burdick (2),Rock,US
Transfiguration To The Ancients' Form,2000.0,Nefas (2),Rock,Italy
Complete BBC Sessions 1967-1968,2014.0,Pink Floyd,Rock,UK
Schmuse-Hits 5,1997.0,Various,Rock,Germany
Junk Bonds And Corporate Raiders (Music In The Hour Of The Wolf),2021.0,Skullflower,Rock,UK
Pussy Gillette,2021.0,Pussy Gillette,Rock,US
Like You Did Last Nite / Nothing No. 3,1965.0,The Flames (30),Rock,US
High Energy Politics,2005.0,Coquettish,Rock,France
Unterwegs,2004.0,Hammerhai,Rock,Germany
Demolition Man,2005.0,Nirvana,Rock,Europe
In The Realms Of The Unreal,2012.0,Pink Floyd,Rock,Japan
 Circus Days 4 - UK Psychedelic Obscurities 1967-72 ,1991.0,Various,Rock,UK
Something To Say,1997.0,Richie Kotzen,Rock,Japan
LIVE,2006.0,Ghoul (3),Rock,Japan
Ostara,2009.0,The Wishing Tree,Rock,UK
Voodoo Lounge Japan Tour 1995 Togo,2015.0,The Rolling Stones,Rock,Japan
A Highway Called Confusion / First Love's Just A Comfort Stop On A Gravel Road,1973.0,The Badland Highway Band,Rock,US
Call,2000.0,Falling Down (6),Rock,Germany
Into The Great Wide Open,1991.0,Tom Petty And The Heartbreakers,Rock,Australasia
I want to destroy ,2020.0,Abbie Roper,Rock,US
Wet Fruit,,Wet Fruit,Rock,US
Stars And Boulevards,2007.0,Augustana,Rock,US
Concussion Protocol ,2016.0,Vicious Rumors,Rock,Japan
Infinite Stomper 3 (Absolute Hatred),2020.0,RJ.JR,Rock,US
The Best Of Dr. Know,,Dr. Know (3),Rock,US
8 Songs CD,1999.0,Outcry (4),Rock,Spain
Twarde Prawo,2011.0,Berdysz; Acherontis,Rock,Poland
The Way She Loves Me,1994.0,Richard Marx,Rock,Australia
Danger Zone,2011.0,Coal Bee Band,Rock,Germany
Patchwork Symphony,2012.0,Anticitizen (2),Rock,US
Sisään Katsovat Seppelesilmät,2012.0,Circle Of Ouroborus,Rock,Finland
Children Of The Scorn,2019.0,Funebre,Rock,Finland
Promo 2003,2003.0,Vulnus (2),Rock,Greece
Missing Cleveland,2008.0,Scott Weiland,Rock,US
The Scorpion King Soundtrack,2002.0,Various,Rock,Russia
The Return Of The Living Dead,2014.0,Cracks (2),Rock,Japan
Forgive Me Father For I Have Sinned,2021.0,Dead Men Walking (3),Rock,Germany
11 Track Player,1995.0,Nyack,Rock,Indonesia
Playing The Music Of Frank Zappa: Mülm,1994.0,The Muffin Men; Ike Willis,Rock,Germany
Black Sails In The Sunset,2009.0,AFI,Rock,US
Reno's Best Rock Homegrown '84,1984.0,Various,Rock,US
Night Walker,1965.0,Jack Nitzsche,Rock,UK
"""...when my heart's fire rages out of control..."" ",2017.0,Martin Fahy,Rock,France
Just Fly,1978.0,Pure Prairie League,Rock,Canada
Q2k,1999.0,Queensrÿche,Rock,Indonesia
デモ,2008.0,Pis (5),Rock,Japan
Carnival Of Crows,,The Parlor Mob,Rock,
Live For Marissa,2015.0,The South Bound Hounds,Rock,US
This..Agio,2017.0,Disconfort,Rock,Italy
Catching Pneumonia,2008.0,Whiskeytown,Rock,US
Dans Der Onschuld,1990.0,De Kreuners,Rock,Belgium
Bang Bang Bullet,1973.0,Streak (2),Rock,UK
Rookies One,1999.0,Various,Rock,Belgium
Miami Pop Festival,2013.0,The Jimi Hendrix Experience,Rock,US
Seldom Slumber,2007.0,Graves (4),Rock,US
Dazzled Zombieland,2021.0,Private Sucker,Rock,Germany
SZNZ: Autumn,2022.0,Weezer,Rock,Worldwide
Vintage: The Best Of Moby Grape,1993.0,Moby Grape,Rock,Australia
Szamizdat,2012.0,Giraffes? Giraffes!,Rock,Italy
A Split Seven Inch,1997.0,Waltz; Moonraker (5),Rock,US
At Sixes And Sevens,2002.0,Sparkalepsy,Rock,UK
Twin Cinema,2005.0,The New Pornographers,Rock,UK & Europe
Feel The Heat,2001.0,Me Against It All,Rock,UK
Twilight,2007.0,Future Of Forestry,Rock,US
Insecure,,Fuzzy Index,Rock,Switzerland
Canciones Del Viento,2014.0,Skaidan,Rock,Mexico
Old Enemies,2013.0,Old Enemies,Rock,Spain
Ponx!!,2000.0,Various,Rock,Japan
Kaikki Hajoaa,2014.0,Hero Dishonest,Rock,Finland
Philosofhy Of Life,1995.0,Queensrÿche,Rock,Japan
Indian Summer,2013.0,Stereophonics,Rock,UK
Galore (The Best Of),1995.0,Kirsty MacColl,Rock,Japan
It's Jack The Lad,2005.0,Jack The Lad,Rock,UK
3 Song Promo CD,,Jaded (13),Rock,US
In 2 The Airwaves,2004.0,David Malinich,Rock,US
OPOS Records Download Sampler 2014,2014.0,Various,Rock,Germany
The History Of Tuff,2001.0,TUFF (2),Rock,US
The Deceiver,2018.0,Dissectum,Rock,
Durmiendo Con El Pasado = Sleeping With The Past,1989.0,Elton John,Rock,Argentina
...Still Screaming,,Degradation,Rock,Germany
Un Matin En Nous Réveillant,2011.0,Lezarsonic,Rock,Reunion
Stingers,1981.0,Stingers (3),Rock,US
You're My Girl / Tell Me Why,1981.0,Franke & The Knockouts,Rock,US
Hexray Vision,2019.0,Zodiac Panthers,Rock,US
Sneakers & Rockfield Sessions,2000.0,The Flamin' Groovies,Rock,Australia
...It Ends,2017.0,Blue Eyed Devils,Rock,Italy
The Albums 1982 - 87,2018.0,The Adicts,Rock,Japan
Твоето име,2022.0,Out Of Muse,Rock,Bulgaria
Fermented Cranial Inebriating Fluids,2023.0,Cerebral Incubation,Rock,Indonesia
That Little Something,1998.0,Guitar Slingers,Rock,Finland
"Livephish 07.15.03 USANA Amphitheatre, West Valley City, UT",2003.0,Phish,Rock,US
The Hell Of Fallen ,2017.0,Sakrilegs,Rock,Colombia
Just Survivin',1981.0,Denny Regrade,Rock,US
Valle,2018.0,Valle (8),Rock,Argentina
Sixteen Tons / My Eyes Are Cryin' For You,1960.0,Jewel And Eddie,Rock,US
Das Beste Kommt Zum Schluss - Live In Koblenz - 03.11.2014,2014.0,Peter Kraus,Rock,Germany
Black Shroud EP,2006.0,Artimus Pyle,Rock,Australia
Rock & Roll Party ,,Various,Rock,Australia
Good News For People Who Love Bad News,2004.0,Modest Mouse,Rock,Australia
Piccadilly Palare,1990.0,Morrissey,Rock,Europe
Nichts Geht Noch,2008.0,Mucky Feet,Rock,Germany
Killing Peace,2007.0,Onslaught (2),Rock,Russia
Fuhrman The Vermin,1995.0,Kenard Gardner,Rock,
Dammbruch,2021.0,Stargo (5),Rock,Germany
Gods & Goddesses,2010.0,Brant Bjork,Rock,Germany
Please Go Away,1965.0,The Starfires (20),Rock,US
Blind ,2007.0,Blind (19),Rock,Ukraine
Three Bar Blues,,Stevie Ray Vaughan,Rock,US
His Girl ,1966.0,The Guess Who,Rock,Canada
Lakeside,2016.0,Eric Ambel,Rock,USA & Europe
6 Trax Demo,2020.0,B.A.R.F.,Rock,US
Tokyo Tapes Part 1,,Scorpions,Rock,Malaysia
Times of Old,2016.0,Caligo (2),Rock,Ukraine
Hush Your Mouth / Quit My Job,1960.0,Bobby Marchan; Huey 'Piano' Smith And His Band,Rock,US
Fucked Beyond Recognition,2005.0,Scid,Rock,US
DNA/Indepence,2014.0,Circle,Rock,Finland
The Abrogation Of All,2024.0,Fister (2),Rock,Worldwide
ATEH / Disundead,2006.0,ATEH; Disundead,Rock,Spain
Unchain The Wolves,,Deströyer 666,Rock,Australia & New Zealand
Strangers,2020.0,Heartwind,Rock,UK
From Here To Infirmary,2014.0,Alkaline Trio,Rock,US
Deucalion: Live In Cleveland 1977 ,2014.0,Peter Gabriel,Rock,Japan
SuperMegaDubstep,2013.0,Ra (6),Rock,US
Butch /  Fringehead,1994.0,Butch (14); Onespot Fringehead,Rock,US
I Djevelens Tegn,2013.0,Djevelkult,Rock,Norway
Help Me Girl / That Ain't Where It's At,1966.0,Eric Burdon & The Animals,Rock,Canada
Pet Arts,,The Petards,Rock,Luxembourg
Carriers Of The Disease,2019.0,Heretic Legion; Heretics (9); Wayward Dawn; Deadflesh,Rock,Peru
Wut (Promo Snippet),2007.0,Hämatom,Rock,Germany
Cradle Of Love,1990.0,Billy Idol,Rock,Italy
Halos & Lassos,2006.0,Half-Handed Cloud,Rock,
Demo,2012.0,Devil's Hand,Rock,US
Untitled,2011.0,Bayside; Saves The Day; I Am The Avalanche; Transit (9),Rock,US
Shattered Pop Kiss / Sky Writing,2021.0,The Bordellos,Rock,Worldwide
Most People Are Dead,2010.0,Various,Rock,Europe
Coffee Shower,1999.0,Coffee Shower,Rock,Italy
Mexico,2016.0,Jean Leclerc (2),Rock,Canada
Hellbound,1998.0,Warlock (2),Rock,Ukraine
Wreckin' Machine,2017.0,Breaker Breaker (2),Rock,US
The Sardonik / Begundal Lowokwaru,2001.0,The Sardonik; Begundal Lowokwaru,Rock,Indonesia
Lazer Guided Melodies,2011.0,Spiritualized,Rock,US
The Emptiness,2015.0,Emptyness,Rock,France
Songs Of Silence - Live In Tokyo,2002.0,Sonata Arctica,Rock,Russia
Sexorcism,2018.0,Lordi,Rock,Russia
Our Needs,2006.0,WORP (2),Rock,Sweden
Germaniens Stimme,2010.0,Adoria,Rock,Germany
Sienta Gusto Bailando,1980.0,France Joli,Rock,Colombia
Helldance,1996.0,Berserk (17),Rock,Germany
Sometimes I Wantcha For Your Money,1991.0,Young Fresh Fellows,Rock,Spain
Narrows / Heiress Split,2010.0,Narrows; Heiress,Rock,US
As Long As I Have You,2018.0,Roger Daltrey,Rock,Brazil
Symphonia Corrumptor,2002.0,Hell Icon,Rock,Netherlands
Enger Germany 7/4/1988,1996.0,The Celibate Rifles,Rock,US
Coup D'Etat,1982.0,Plasmatics (2),Rock,Australia
From Nothing To One,2002.0,The Perishers,Rock,Sweden
DeLane Lea Studios 1973,,Renaissance (4),Rock,Russia
I Hit The Road,2010.0,Black Dirt Of The West,Rock,Canada
Mountain - Alternate Version,2021.0,"Big Brain, Small Skull.",Rock,US
V,2016.0,Truckfighters,Rock,Germany
Beyond The Red Mirror,2015.0,Blind Guardian,Rock,Brazil
Xox,2008.0,Pretty Vanilla,Rock,US
Boogie I Mitt Huvud,1993.0,Anders Glenmark,Rock,Sweden
Alienation,1999.0,Monsoon (27),Rock,Netherlands
Come On = カム・オン,1995.0,The Rockers (7); The Rockers (7),Rock,Japan
Anthology II,1983.0,Sha Na Na,Rock,US
Creatures Of The Dark Realm,2021.0,Bloodbound,Rock,Russia
They Tell Me / Let Me Out,1966.0,The Lost Generation (3),Rock,US
Tempo Che Non Ritorna,1997.0,Erode (2),Rock,Italy
1979-1983 Volume One,,Bauhaus,Rock,Israel
Good EP,2017.0,Poppies (5),Rock,US
The Blamed Live ‘03,2003.0,The Blamed,Rock,US
High Flyer,1978.0,UFO (5),Rock,Thailand
Godzilla,1989.0,Godzilla (11),Rock,Germany
Defenders Of Justice,1988.0,Darkness (9),Rock,Hungary
Endangered Species,2004.0,Klaatu,Rock,Russia
Little Johnny Jewel,,Television,Rock,US
Illegal By Choice - A Benefit Record For Hidden Refugees,2011.0,Various,Rock,Sweden
Pinata,,Cloak/Dagger,Rock,US
Anxious,2017.0,Tough Tits,Rock,UK
Free,2012.0,Bonnie Bishop,Rock,US
Fallen King Simulacrum,2020.0,Harkane,Rock,Italy
Live At Liège,2024.0,Teaze,Rock,
Live At Monterey,2014.0,The Jimi Hendrix Experience,Rock,UK & Europe
ハロー・アメリカ = Hello America,1980.0,Def Leppard; Def Leppard,Rock,Japan
When Good And Evil Fall In Love,2001.0,Septuagint,Rock,
You Don't Have To Say You Love Me,1970.0,Elvis Presley,Rock,South Africa
Battle Axe (AOR Radio Sampler),1977.0,Billion Dollar Babies,Rock,US
Ti Sento,2006.0,Audionova (2),Rock,Italy
Terminal Cinta,1994.0,Samudera,Rock,Malaysia
A Way Of Life / H.B.D.S.H.,2023.0,A Way Of Life (2); H.B.D.S.H.,Rock,Mexico
Brother Thrush,1969.0,Barclay James Harvest,Rock,Greece
The Last One,1998.0,Mortal Profecia,Rock,Brazil
Savage Island,1995.0,The Bomboras,Rock,US
Give It To Me Good,1990.0,Trixter,Rock,US
I Will Still Be Laughing,1998.0,Soul Asylum (2),Rock,Europe
Whaazzzuuup!,2011.0,El Rio Trio,Rock,Netherlands
Real To Real Cacophony,1982.0,Simple Minds,Rock,Europe
One Way Ticket To Pluto,2017.0,TUTU AND THE BODYROCKETS,Rock,"Germany, Austria, & Switzerland"
Endless Fucker,2016.0,Eel (3),Rock,Indonesia
Excelsior,2015.0,A Monumental Black Statue,Rock,Poland
Discover,2005.0,Gene Loves Jezebel,Rock,UK & US
Our Shadows Will Remain,2005.0,Joseph Arthur,Rock,Europe
Demo,2015.0,Throwing Bricks,Rock,Canada
The Wicked Symphony,2018.0,Tobias Sammet's Avantasia,Rock,Germany
Heavy Prog Fallout,2011.0,Various,Rock,UK
Fly On The Wall,2003.0,AC/DC,Rock,Argentina
Moksha,2015.0,My Sleeping Karma,Rock,Austria
Call For The Politicians,1970.0,Killing Floor (2),Rock,Germany
Standing Alone,2005.0,TM (17),Rock,US
Coming Alive,1997.0,Jaguar (2),Rock,UK
Discography So Far 2008-2010,,Burt,Rock,Germany
Без Начала И Конца,2021.0,Сергей Тюрин,Rock,
1666 Год,2017.0,Anger Of God,Rock,Ukraine
Kuldmehike Hit 1,1995.0,Various,Rock,Estonia
Backward From The Middle,2009.0,Russ Stedman,Rock,US
Leisure Tour '84,1984.0,Stranglehold,Rock,US
Let's Cut The Crap And Hook Up Later On Tonight,2005.0,Marah,Rock,US
Necato,1995.0,Paranoia Park,Rock,Germany
demo 99,,Xenon (45),Rock,
In The Meantime / Unsung,1992.0,Helmet (2),Rock,UK
"England, London - Hammersmith Odeon - October 12th 1984",2012.0,Iron Maiden,Rock,US
Excuse Seventeen,,Excuse 17,Rock,US
Get Back,1993.0,Paul McCartney,Rock,US
 C.C.R. Best 4,1972.0,Creedence Clearwater Revival,Rock,Japan
II,2006.0,Espers,Rock,US
Night Is The New Day,2010.0,Katatonia,Rock,UK & Europe
Avalanche,2023.0,Temple Balls,Rock,Italy
Эра Черных Зеркал,2018.0,Aillion,Rock,Russia
Let Bad In,2016.0,Ciaran Lavery,Rock,US
С Чувствами На Рейвах,2021.0,слишкомлично,Rock,
Pabudimas,1996.0,Ha Lela,Rock,Lithuania
King Of Misery / Go Away,1996.0,Honeycrack,Rock,Europe
12 Other Instrumental Hits,1964.0,Bill Justis,Rock,US
Boléro,2013.0,The Fatty Acids,Rock,USA & Canada
Earth 95,1995.0,Earth (8),Rock,Germany
Ghost Tones,2014.0,Ira,Rock,
Yerself Is Steam / Lego My Ego,1992.0,Mercury Rev,Rock,UK
Pure White Speed,2015.0,The Cesarians,Rock,UK
Human Transport,1983.0,M.T. Fuji,Rock,Japan
Purification,2014.0,Dawning Of The Inferno,Rock,Canada
The Gooseberry Sessions & Rarities,2000.0,Mott (3),Rock,UK
Underdog Alma Mater,2008.0,Forever The Sickest Kids,Rock,Indonesia
Camp Howard,,Camp Howard,Rock,
Rock & Roll Never Forgets (Show 88-49),1988.0,Various,Rock,US
Kittie,2002.0,Kittie,Rock,Russia
e,2016.0,Erases Eraser,Rock,"USA, Canada & Europe"
Stay Hungry,,Twisted Sister,Rock,UK & Europe
Satellite,2001.0,P.O.D.,Rock,Europe
Amor Elefante,2012.0,Amor Elefante,Rock,Argentina
The Way Of It All,2013.0,Set Astray,Rock,UK
Drepanum Hardcore,2003.0,Uova Strapazzate,Rock,Italy
A Melancholy Liveliness At Roots Of World Conformity,,Shaken (3),Rock,
Live In Europe 1979,1987.0,Uriah Heep,Rock,Poland
42,2021.0,Shiggy,Rock,US
Heaven's Gate,2024.0,Phiz (4),Rock,Germany
Birth Of Noise,1999.0,Asylum (49),Rock,UK
Wings At The Speed Of Sound,2014.0,Wings (2),Rock,
Martwy Kabaret,2008.0,Made In Poland,Rock,Poland
As Time Goes By: The Best Of Little Feat,1986.0,Little Feat,Rock,Italy
Rehearsals For Departure,,Damien Jurado,Rock,US
Tsukyomi: The Origin,2024.0,Distant,Rock,USA & Europe
Barbell Is In,1984.0,IQ (7),Rock,UK
Lagniappe Sessions #2,2019.0,Steve Gunn,Rock,US
Nati Per Niente,2018.0,Nabat,Rock,Italy
DivideD SongS,2008.0,A Life Divided,Rock,Germany
We Shall Not Be Shaken,,Matt Redman,Rock,Mexico
Lights In Detroit,2009.0,Journey,Rock,Japan
 Sweetheart Of The Rodeo,1968.0,The Byrds,Rock,South Africa
All By Myself,,Ray Rice (3),Rock,US
Joyful Reunion,2012.0,Sweet Billy Pilgrim,Rock,UK & Europe
1 Yr Live,,Pussy Galore (2),Rock,US
01101,2001.0,Bloodpact,Rock,Belgium
Into Death,2003.0,Curriculum Mortis (2),Rock,Sweden
Rebellion (Lies),2005.0,Arcade Fire,Rock,Germany
Demo,2010.0,Mr. VonTone,Rock,Slovenia
From The Lions Mouth,1981.0,The Sound (2),Rock,UK
Stay Away True Woman,2015.0,Bigjoy,Rock,US
Sky,1979.0,Sky (4),Rock,Scandinavia
If You Swear You'll Catch No Fish,1995.0,SNFU,Rock,US
Los Grandes Mitos Del Rock And Roll (Especial Promoción),1978.0,Various,Rock,Spain
Chakk EP,1986.0,Chakk,Rock,UK
The Goodnight Moon,2012.0,Rookie Of The Year,Rock,US
The World Is Ours Vol 1 - Everywhere Further Than Everyplace Else,2011.0,Motörhead,Rock,Europe
Jambalaya / Hearts Of Stone,1975.0,Blue Ridge Rangers,Rock,Chile
The Playroom,2012.0,Uncomfortable Cigarettes,Rock,Italy
The Final Chapter,2000.0,Filth Of Mankind,Rock,Poland
Beatles For Sale,1969.0,The Beatles,Rock,Spain
Mantis,2019.0,Starve (4),Rock,
When I'm Not Around,2019.0,Diamante (5),Rock,US
The Best...,,Skrewdriver,Rock,UK
The Light Through The Trees (Part III),2011.0,Forest Grave,Rock,UK
Find Your Heart A Home,,Barnabas (3),Rock,US
Smoke On The Water '90,1990.0,Rock Aid Armenia,Rock,Australasia
Bitter?,1998.0,The Mixelpricks,Rock,US
Authoritarian Populism,2016.0,Flesh Incineration,Rock,
Todo Por El Rocanrol,1998.0,El Tri,Rock,Chile
Inner Secrets,1995.0,Santana,Rock,US
Even The Dawn No Longer Brings Hope,2021.0,Atra Vetosus,Rock,Belgium
New Beginning,2016.0,Avengeus,Rock,Sweden
Write Home,2021.0,Uncle Bengine,Rock,US
Los Chijuas,1969.0,Los Chijuas,Rock,Mexico
Open Fire ● Live In Basel 1972,2013.0,Toad (4),Rock,Italy
Vosselaar 7.9.89,,Sabbat (2),Rock,
Ten Little Bugs - Die Sehnsucht Nach Dem Fehler,2010.0,Frauke Berg,Rock,Germany
Good Enough For Me,2019.0,Before I Hang,Rock,US
Rock 'N' Roll Juggernaut,2008.0,Meatmen,Rock,US
Tweaker In The Park,2011.0,Hypocrite In A Hippy Crypt,Rock,US
Ragged Island,2008.0,Born Liars,Rock,US
Supreme Knowledge Domain,2023.0,Internal Suffering,Rock,Colombia
Emits Showers Of Sparks,1998.0,Sixteen Deluxe,Rock,Canada
Lizard Kings,1993.0,Lizard Kings (2),Rock,Switzerland
Sweet Cheeks,1978.0,Duke Jupiter,Rock,US
All That You Fear,2004.0,Impaled Nazarene,Rock,US
Caught In A Krossfire,,Krossfire (2),Rock,US
Through The Eyes Of The Ambivalent,2010.0,A Cloud Forest,Rock,US
Money For Nothing,1988.0,Dire Straits,Rock,Brazil
Demo,2000.0,The Exelar,Rock,US
Bright Lights,2010.0,Placebo,Rock,Europe
Untitled,1990.0,Sonic Youth,Rock,Germany
More Tea Vicar,1996.0,More Tea Vicar (2),Rock,UK
Doom Cult,2009.0,Diocletian,Rock,Thailand
Glamorous Glennis,1998.0,Glamorous Glennis,Rock,US
N,1982.0,Lili Drop,Rock,France
Mr. Tambourine Man,1965.0,The Byrds,Rock,Argentina
Reclaim The Darkness,2016.0,King (49),Rock,Australia
Crypts Of Mind,2024.0,Blasteroid,Rock,Greece
Thompson 1880,1992.0,Guns N' Roses,Rock,Italy
Radio Ronka 2,1993.0,Eddie Meduza,Rock,Sweden
Huey Lewis And The News,,Huey Lewis & The News,Rock,France
Spit,2022.0,Kittie,Rock,US
Delmonas 5 • The Delmonas,1993.0,Delmonas,Rock,UK
Unbroken Metal,1998.0,Various,Rock,Germany
Alive '95,1996.0,Gamma Ray,Rock,Argentina
Honked! The Album,1994.0,Diamond Dogs,Rock,Sweden
Hyde Park Live,2013.0,The Rolling Stones,Rock,France
Octagon,2022.0,Bathory,Rock,UK
More Songs,2010.0,Grown Ups,Rock,Worldwide
Babylon Will Burn,2015.0,Bomb Out,Rock,Germany
The Price,2013.0,Test Of Time (3),Rock,US
Tulpa (Single),2016.0,Meth Mouth (2),Rock,US
Thåström,2016.0,Thåström,Rock,Sweden
Mirror Machine / Suffocation,2018.0,White Bleaches,Rock,Australia
Desperado,2022.0,Eagles,Rock,US
Harp & Lyre,2009.0,Harp & Lyre,Rock,US
Live And Kickin',2012.0,Crimson Blues,Rock,US
Diagnosis,2009.0,Terminal Sick,Rock,UK
Freelance,1982.0,Freelance (11),Rock,US
Music Industry Arts 1981,1981.0,Various,Rock,Canada
Electric Ladyland,1991.0,The Jimi Hendrix Experience,Rock,UK & Europe
Last One On Earth,2021.0,Asphyx (2),Rock,Germany
"The Devil, The Tower, The Star, The Moon",2023.0,The Anderson Council,Rock,US
SWHC X CVHC,2020.0,Mantlet; Kold War,Rock,UK
Angel,2024.0,Jimi Hendrix,Rock,US
La Valse Des Nuls,1992.0,Les Tambours Du Bronx,Rock,France
Esto Es...Rock'n'roll,1991.0,Neil Sedaka,Rock,Spain
Some Product - Carri On Sex Pistols,1979.0,Sex Pistols,Rock,Greece
Boy,,U2,Rock,Spain
Why Her / Jimmy,1983.0,Walking Dead (2),Rock,UK
Divagazioni ,1975.0,Ciato And Ciato's,Rock,Italy
Freedome,2016.0,Flaming Dragons Of Middle Earth,Rock,US
Bone (The Soundtrack),2004.0,Jerry Snell,Rock,Canada
The Architect (Tribute to Peter Banks),2020.0,Fernando Perdomo,Rock,US
Great Expectations,1990.0,The Men They Couldn't Hang,Rock,US
Queridos Bimbos (Na Praia),2009.0,Os Bimbos,Rock,Portugal
...Taur-Nu-Fuin...,1999.0,Infernum,Rock,Germany
Transcendental Scenery,2006.0,Chamber (9),Rock,Japan
The World's On Fire = ワールド・オン・ファイア,2016.0,Man With A Mission,Rock,Japan
The Right To Bear Arms,2001.0,R.E.M.,Rock,
Stand Up And Fight,2010.0,Quartz (10),Rock,Europe
Rare Tracks Vol 1 And 2,,Sonic Youth,Rock,Japan
Unplugged,2007.0,Trouble (5),Rock,US
A Thing Of The Past,1969.0,The Unwanted Children,Rock,US
Concert,,The Beach Boys,Rock,Peru
Rituell Katarsis,2023.0,Kaosritual,Rock,Scandinavia
Born In Houston -Live-,1995.0,Sunset Heights,Rock,Germany
System Shutdown EP,2003.0,Black Lung (5),Rock,US
Matotra,2009.0,Ryxon,Rock,Madagascar
Ben Wants To Be A Secret Agent,1998.0,Midget (4),Rock,US
Dios Es Sádico,2018.0,Buena Muerte,Rock,Argentina
Perdidos ,2015.0,Cieno,Rock,Spain
Disco Armadillo,1994.0,Bad Messiah,Rock,Japan
Jumpin' In The Night,2021.0,The Flamin' Groovies,Rock,Europe
Barreal Feat. Andrés Calvo,2019.0,Jug Bundish,Rock,Costa Rica
Apathy Is A Cold Body,,Poison The Well,Rock,Australia
Show Me Girl / Can't You Hear My Heartbeat,1965.0,Herman's Hermits,Rock,Brazil
Dissimulation,2020.0,Synapsa,Rock,Poland
No Place Like Home,1989.0,Social Spit,Rock,US
ギャーン!!!,2019.0,DooVeeDovers,Rock,Japan
From Casket,2010.0,From Casket,Rock,Finland
Obsessions,2022.0,Notturno (6),Rock,Canada
Grease Box,1993.0,TAD,Rock,Australasia
One Track Mind,2009.0,Sue Moreno; Jack Rabbit Slim,Rock,UK
Listen To The Music / Toulouse Street,1972.0,The Doobie Brothers,Rock,US
A Teardrop To The Sea,2015.0,Bon Jovi,Rock,Finland
Supreme,2007.0,Conrod,Rock,Japan
Are You Old Enough,1983.0,Dragon (5),Rock,Australia
Zerfas,1999.0,Zerfas,Rock,Europe
Road To Revolution: Live At Milton Keynes,,Linkin Park,Rock,
Lauschangriff 60,2018.0,Various,Rock,Germany
Raud,2015.0,High Arctic,Rock,Canada
Karaoke,,Grand Buffet,Rock,US
Science Fiction,2017.0,Brand New,Rock,Australia
Prdící Tryskojezevec,2024.0,Lost Joy,Rock,Czech Republic
El Loko Karacho,2022.0,Mad Monks,Rock,Germany
Meteora,2023.0,Linkin Park,Rock,Europe
I've Got A World,2010.0,The Tellers,Rock,Netherlands
Celebrity Love Crisis,2009.0,Celebrity Love Crisis,Rock,UK
Countdown To Ecstasy,,Steely Dan,Rock,New Zealand
Biggest Band In Europe,2014.0,Piss Test,Rock,Germany
Different,2000.0,Cassandra Vasik,Rock,Canada
Fax Of Life,1995.0,Damidge,Rock,
Karthago,2022.0,Karthago (2),Rock,Russia
Radio Force 17,1998.0,Various,Rock,France
Hengtmann,2018.0,Janove,Rock,Norway
Acid Bat (Take 1),2023.0,Heaven's Gate (10),Rock,US
Firing Squad,2009.0,Firing Squad (11),Rock,US
S/T,2016.0,Sepsis (14),Rock,US
Tarkus,1997.0,Tarkus,Rock,US
In New York,2009.0,Linkin Park,Rock,UK
The Book Of Taliesyn,1988.0,Deep Purple,Rock,US
DNA,2024.0,Daniel Wirtz,Rock,Germany
Split ,2015.0,Headcold; Rad Rad Riot,Rock,US
leading up to,2022.0,The Rutabega,Rock,US
MTV Unplugged In New York,1996.0,Nirvana,Rock,Brazil
Kuolema Tekee Taiteilijan,2004.0,Nightwish,Rock,Finland
Hold On / English Bastards,1990.0,Desolation Angels (2),Rock,US
