Source,Company Name,ICB Industry,Admission Date,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (￡m),Stock Code,Listing Status,Director's English Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd),wiki_title,wiki_url,area_served,company_type,founded,founders,headquarters,industry,key_people,net_income,num_employees,operating_income,owner,parent,products,revenue,subsidiaries,total_assets,total_equity,traded_as,website
,,Industrials,,,,,,,,,,,,,,Begbies Traynor,https://en.wikipedia.org/wiki/Begbies_Traynor,,Public,1989,,"340 DeansgateManchester, United Kingdom",Professional services,,,,,,,,,,,,AIM: BEG,www.begbies-traynorgroup.com
,,Health Care,,,,,,,,,,,,,,Tyman,https://en.wikipedia.org/wiki/Tyman,,Subsidiary,1993; 32 years ago (1993),,"London, United Kingdom",Building products,Nicky Hartery (chairman)Jason Ashton (CEO),£38.2 million (2023),,£60.2 million (2023),Quanex Building Products Corporation,,,£657.6 million (2023),,,,Formerly LSE: TYMN,www.tymanplc.com
,,Technology,,,,,,,,,,,,,,China Hongqiao Group,https://en.wikipedia.org/wiki/China_Hongqiao_Group,,Public,1994,Zhang Shiping,"Hong Kong (registered); Binzhou, Shandong (principal operations)",Aluminium,Zhang Bo (chairman and chief executive),"10,496,100,000 Malaysian ringgit (2020)","42,445 (2020)","19,355,200,000 renminbi (2020)",,Shandong Weiqiao Pioneering Group,,"86,145,130,000 renminbi (2020)",,"181,532,700,000 renminbi (2020)",,SEHK: 1378,en.hongqiaochina.com
,,Financials,,,,,,,,,,,,,,Law Debenture,https://en.wikipedia.org/wiki/Law_Debenture,,Public company,1889,,"London, United Kingdom",Financial services,"Robert Hingley (Chair, official)",£43.9 million (2024),,£47.4 million (2024),,,,£98.3 million (2024),,,,LSE: LWDBFTSE 250 component,lawdebenture.com
,,Technology,,,,,,,,,,,,,,Zengame Technology,https://en.wikipedia.org/wiki/Zengame_Technology,,Public,July 2010,,,,"Ye Sheng (chairman, CEO)",¥221 million (2020),,,,,,¥742 million (2020),,,,SEHK: 2660,zen-game.com
,,Technology,,,,,,,,,,,,,,Xiaomi,https://en.wikipedia.org/wiki/Xiaomi,Worldwide,Public company,6 April 2010; 15 years ago (2010-04-06),Lei Jun Lin Bin Zhou Guangping Liu De Li Wanqiang Wong Kong-Kat Hong Feng Wang Chuan,"Beijing, China",Consumer electronics Computer hardware Automotive Crowdfunding E-commerce,"Lei Jun (founder, chairman & CEO) Lin Bin (co-founder & vice-chairman) Lu Weibing (partner & president) Liu De (co-founder, executive director & senior vice president)",CN¥23.578 billion US$3.284 billion (2024),"33,627 (31 December 2023)",CN¥24.503 billion US$3.413 billion (2024),,,Mobile phones Personal computers IoT Electric vehicles,CN¥365.906 billion US$50.971 billion (2024),Black Shark Xiaomi Auto Zhigu Corporation ZMI Youpin (有品),CN¥324.25 billion US$44.27 billion (2023),CN¥164.26 billion US$22.42 billion (2023),SEHK: 1810Hang Seng Index component,mi.com
,,Financials,,,,,,,,,,,,,,Bank of Cyprus,https://en.wikipedia.org/wiki/Bank_of_Cyprus,Cyprus,Public company,1899,,"Strovolos, Cyprus","Banking, financial services",Takis Arapoglou (Chairman) Panicos Nicolaou (CEO),€71 mn (2024),"2,847 (2023)",€199 mn (2024),,,"Retail and business banking, Credit cards, mortgage loans, corporate banking, factoring, insurance, brokerage, private banking, wealth management, Investment management, investment banking",€1.096 billion (2024),Genikes InsuranceEuroLife (Cyprus),€26.486 billion (2024),"€2,101 mn (2024)",CSE: BOCY ATHEX: BOCHGR,bankofcyprus.com.cy
,,Real Estate,,,,,,,,,,,,,,China Construction Bank,https://en.wikipedia.org/wiki/China_Construction_Bank,,Public,1 October 1954; 71 years ago (1954-10-01),,"Beijing, China",Financial services,Wang Hongzhang (Chairman)Zhang Jianguo (President)Xin Shusen (Vice President),CN¥255.63 billion$37.2 billion (2018),"345,971 (2018)",CN¥308.16 billion$44.8 billion (2018),Government of China,,Asset managementBankingCommoditiesCredit cardsEquities tradingInsuranceInvestment managementMortgage loansPrivate equityWealth management,CN¥633.77 billion$175.1 billion (2020),,CN¥23.22 trillion$3.375 trillion (2018),CN¥1.992 trillion$290 billion (2018),SSE: 601939 (A share)SEHK: 939 (H share)IDX: MCOR SSE MidCap Component (A share)Hang Seng Component (H share)CSI Midcap 200,en.ccb.com
,,Health Care,,,,,,,,,,,,,,Alibaba Health,https://en.wikipedia.org/wiki/Alibaba_Health,,Public subsidiary,2014; 11 years ago (2014),,"Beijing, China",Digital health,Zhu Shunyan (Chairman)Shen Difan (CEO),CN¥5.34 million (2023),"1,560 (2023)",,,Alibaba Group,,CN¥26.76 billion (2023),,CN¥20.75 billion (2023),CN¥15.13 billion (2023),SEHK: 241Hang Seng Index component,www.alihealth.cn
,,Basic Materials,,,,,,,,,,,,,,Blue Planet Software,https://en.wikipedia.org/wiki/Blue_Planet_Software,Worldwide,,"Bullet-Proof Software Inc. August 10, 1983; 42 years ago (1983-08-10) in Kōhoku-ku, Kanagawa, Japan Blue Planet Software Inc. 1996; 29 years ago (1996)Honolulu, Hawaii, United States",Henk Rogers,,Video games,Henk RogersMaya Rogers,,,,,,Video games,,,,,,
,,Energy,,,,,,,,,,,,,,Conroy Gold and Natural Resources,https://en.wikipedia.org/wiki/Conroy_Gold_and_Natural_Resources,Europe,Public,1995,Richard Conroy,"Citywest Business Campus, Dublin 24, Dublin, Ireland",Gold and Natural Resources,,,,,,,,,,,,LSE: CGNR,www.conroygoldandnaturalresources.com
,,Basic Materials,,,,,,,,,,,,,,Glanbia,https://en.wikipedia.org/wiki/Glanbia,Worldwide,Public limited company,1997; 28 years ago (1997),,"Kilkenny, Ireland",Food processing,Donard Gaynor (Group Chairman) Hugh McGuire (CEO),$347.7 million (2023),"5,534 (2023)",$392.2 million (2023),,,IngredientsProtein supplementsEnergy barsDairy productsDairy-free products,$5.4 billion (2023),,"$3,799.1 million (2023)","$2,132.6m billion (2023)",Euronext Dublin: GL9 LSE: GLBISEQ 20 component,www.glanbia.com
,,Technology,,,,,,,,,,,,,,Annapurna Interactive,https://en.wikipedia.org/wiki/Annapurna_Interactive,,Division,"December 1, 2016; 9 years ago (2016-12-01)",Megan EllisonNathan GaryJames Masi,"West Hollywood, California, United States",Video games,Hector Sanchez (President),,,,,Annapurna Pictures,,,24 Bit Games,,,,annapurnainteractive.com
,,Health Care,,,,,,,,,,,,,,Abcam,https://en.wikipedia.org/wiki/Abcam,,Subsidiary,1998; 27 years ago (1998),Jonathan MilnerTony KouzaridesDavid Cleevely,"Cambridge Biomedical Campus, Cambridge, UK",BiotechnologyLife sciences,Markus Lusser (president),£(8.5) million (2022),"1,760 (2022)",£(10.1) million (2022),,Danaher Corporation (2023–present),Research antibodiesKits and assays for biological research,£361.7 million (2022),,"£1,057 million (2022)",£726.9 million (2022),AIM: ABCNasdaq: ABCM,abcam.comabcamplc.com
,,Financials,,,,,,,,,,,,,,Old Mutual,https://en.wikipedia.org/wiki/Old_Mutual,,Limited company,"17 May 1845; 180 years ago (1845-05-17)(Cape Town, Cape Colony)",John Fairbairn Saul Solomon,"Sandton, South Africa",Financial services,"Trevor Manuel, Chairman Iain Williamson, CEO Casper Troskie, CFO",,"31,000 (2018)","R9,963 million (2018)",,,Life insuranceSavings and investmentAsset managementBankingShort-term insurance,"R109,877 million (2018)",,,,JSE: OMULSE: OMUZSE: OMU,www.oldmutual.com
,,Industrials,,,,,,,,,,,,,,Mitie,https://en.wikipedia.org/wiki/Mitie,,Public,1987,,"London, United Kingdom",Facilities Management,"Derek Mapp, Chairman Phil Bentley, CEO",£130.9 million (2024),"72,000 (2025)",£210.2 million (2024),,,,£4.5107 billion (2024),,,,LSE: MTOFTSE 250 component,www.mitie.com/
,,Basic Materials,,,,,,,,,,,,,,BHP,https://en.wikipedia.org/wiki/BHP,Global,Public,13 August 1885; 140 years ago (13 August 1885) (as the Broken Hill Proprietary Company)29 June 2001 (as BHP Billiton),,"Melbourne, Victoria, Australia",Metals and mining,Ross McEwan (chair) Mike Henry (CEO),US$11.14 billion (2025),"91,304 (2025)",US$19.46 billion (2025),,,"Iron ore, coal, copper, gold, nickel, uranium",US$51.26 billion (2025),,US$108.8 billion (2025),US$52.22 billion (2025),ASX: BHP S&P/ASX 50 component,www.bhp.com
,,Financials,,,,,,,,,,,,,,Zhaojin Mining,https://en.wikipedia.org/wiki/Zhaojin_Mining,People's Republic of China,Public,2004,,"Zhaoyuan, Shandong, People's Republic of China",Gold mining,Chairman: Mr. Lu Dongshang,RMB 1.05 billion (2023),"approx. 8,000 (2023)",RMB 2.8 billion (2023),,Zhaojin Group,"Gold, Silver, Copper, other precious metals",RMB 13.2 billion (2023),,,,,Zhaojin Mining Industry Company Limited
,,Utilities,,,,,,,,,,,,,,Digital China,https://en.wikipedia.org/wiki/Digital_China,,,,,,,,,,,,,,,,,,,
,,Real Estate,,,,,,,,,,,,,,K. Raheja Realty,https://en.wikipedia.org/wiki/K._Raheja_Realty,India,,1956,,"Mumbai, India",Real estate,Sandeep Raheja(Chairman & managing director),,,,,,,,Infiniti Mall,,,,www.krahejarealty.com
,,Utilities,,,,,,,,,,,,,,PetroChina,https://en.wikipedia.org/wiki/PetroChina,Worldwide with primary markets in China,State owned enterprise,5 November 1999; 26 years ago (1999-11-05),,"Dongcheng District, Beijing China",Oil and gas,Zhou Jiping (chairman)Wang Dongjin (CEO),"CN¥36,793 million (2017)","506,000 (2019)","CN¥67,722 million (2017)",,China National Petroleum Corporation,"Fuels, lubricants, natural gas, petrochemicals",US$297 Billion (2020),Singapore Petroleum Company,"CN¥2,404,612 million (2017)","CN¥1,381,319 million (2017)",SSE: 601857SEHK: 857Hang Seng Index component,petrochina.com.cn
,,Technology,,,,,,,,,,,,,,Blue Planet Software,https://en.wikipedia.org/wiki/Blue_Planet_Software,Worldwide,,"Bullet-Proof Software Inc. August 10, 1983; 42 years ago (1983-08-10) in Kōhoku-ku, Kanagawa, Japan Blue Planet Software Inc. 1996; 29 years ago (1996)Honolulu, Hawaii, United States",Henk Rogers,,Video games,Henk RogersMaya Rogers,,,,,,Video games,,,,,,
,,Health Care,,,,,,,,,,,,,,Niu Technologies,https://en.wikipedia.org/wiki/Niu_Technologies,,Public,2014; 11 years ago (2014),"Li Yi'nan, Token Yilin Hu","Beijing, China","Vehicle manufacturing, eMobility",Yan Li,-US$7 million (2022)US$35 million (2021),500-800,,,,,US$459 million (2022)US$581 million (2021),,,,Nasdaq: NIU,www.niu.com
,,Health Care,,,,,,,,,,,,,,Sunac,https://en.wikipedia.org/wiki/Sunac,China,public,2003,Sun Hongbin,,Real estate,Sun Hongbin (Chairman),,"24,105",,,,,,,,,SEHK: 1918,sunac.com.cn
,,Basic Materials,,,,,,,,,,,,,,Gemfields,https://en.wikipedia.org/wiki/Gemfields,,Dual Listed Limited Company,"September 4, 2007; 18 years ago (2007-09-04) in Guernsey, United Kingdom",,"St Peter Port, Guernsey(Registered office)London, United Kingdom(Head Office)",Mining,Sean Gilbertson (CEO)David Lovett (CFO)Bruce Cleaver (former De Beers CEO) (Chairman),,"1,334 (2015)",,,,"Rough coloured gemstones (emeralds, rubies, sapphires)",USD 213 million(2024),,,,JSE: GML / LSE: GEM,http://www.gemfieldsgroup.com(Investor site)http://www.gemfields.com(Consumer site)
,,Basic Materials,,,,,,,,,,,,,,Far East Consortium,https://en.wikipedia.org/wiki/Far_East_Consortium,,public,1950; 75 years ago (1950),,"16/F, Far East Consortium Building, 121 Des Voeux Road, Central, Hong Kong","Property development, hotel and car park","David Chiu (Chairman, Board of Directors)",,,,,,,,,,,SEHK: 35,fecil.com.hk
,,Technology,,,,,,,,,,,,,,ENN Energy,https://en.wikipedia.org/wiki/ENN_Energy,,Listed company (SEHK: 2688),,,"Langfang, China",Utilities,Chairman: Wang Yusuo,,,,,ENN Group,,"RMB60,698 million (2018)",,,,Hang Seng Index,http://ir.ennenergy.com/en/global/home.php
,,Basic Materials,,,,,,,,,,,,,,Sportech,https://en.wikipedia.org/wiki/Sportech,Worldwide,Public (LSE: SPO),,,United Kingdom,Online gambling,"Richard McGuire, Chief Executive Officer",,,,,,,,,,,,sportechplc.com
,,Real Estate,,,,,,,,,,,,,,China Resources Microelectronics,https://en.wikipedia.org/wiki/China_Resources_Microelectronics,,Public; State-owned enterprise,28 January 2003; 22 years ago (2003-01-28),,"Wuxi, Jiangsu, China",Semiconductors,Chen Xiaojun (chairman)Li Hong (CEO),CN¥1.44 billion (2023),"10,249 (2023)",,,China Resources,,CN¥9.90 billion (2023),,CN¥29.22 billion (2023),CN¥23.63 billion (2023),SSE: 688396,www.crmicro.com
,,Consumer Staples,,,,,,,,,,,,,,Yadong County,https://en.wikipedia.org/wiki/Yadong_County,,,,,,,,,,,,,,,,,,,www.ydx.gov.cn
,,Financials,,,,,,,,,,,,,,China Great Wall Asset Management,https://en.wikipedia.org/wiki/China_Great_Wall_Asset_Management,,State-owned enterprise,2 November 1999; 26 years ago (1999-11-02),,"Beijing, China",Financial services,Li Junfeng (President),CN¥−8.2 billion (2021),,CN¥22.7 billion (2021),,Ministry of FinanceNational Council for Social Security FundChina Life Insurance Company,,,Great Wall Pan Asia Holdings,CN¥642.9 billion (2021),CN¥64.7 billion (2021),,www.gwamcc.com
,,Industrials,,,,,,,,,,,,,,Tyman,https://en.wikipedia.org/wiki/Tyman,,Subsidiary,1993; 32 years ago (1993),,"London, United Kingdom",Building products,Nicky Hartery (chairman)Jason Ashton (CEO),£38.2 million (2023),,£60.2 million (2023),Quanex Building Products Corporation,,,£657.6 million (2023),,,,Formerly LSE: TYMN,www.tymanplc.com
,,Technology,,,,,,,,,,,,,,Kin + Carta,https://en.wikipedia.org/wiki/Kin_%2B_Carta,,Public,"1964; 61 years ago (1964) in St Ives, Cambridgeshire, UK",Robert Gavron,"London, United Kingdom",Digital transformation consultancy,"Kelly Manthey, CEO Chris Kutsor, CFO",£(18.8) million (2023),,£18.5 million (2023),,Valtech (2024–present),,£195.9 million (2023),Spire DigitalMelonFraktonLoop IntegrationForecastCascade Data Labs,,,LSE: KCT,kinandcarta.com
,,Consumer Staples,,,,,,,,,,,,,,Tullow Oil,https://en.wikipedia.org/wiki/Tullow_Oil,,Public limited company,"1985 in Tullow, Ireland",,"London, United Kingdom",Oil and gas exploration,"Rahul Dhir, (CEO) (from July 2020) Dorothy Thompson (Chairman)",$(109.6) million (2023),,$295.9 million (2023),,,Oil and gas,"$1,634.1 million (2023)",,,,LSE: TLW,www.tullowoil.com
,,Financials,,,,,,,,,,,,,,Rio Tinto (corporation),https://en.wikipedia.org/wiki/Rio_Tinto_(corporation),Worldwide,Dual-listed company,29 March 1873; 152 years ago (1873-03-29),,"London, EnglandMelbourne, Australia",Metals and mining,Dominic Barton(chairman)Simon Trott(chief executive),US$11.574 billion (2024),"60,000 (2024)",US$16.491 billion (2024),,,"Iron ore, bauxite, alumina, aluminium, copper, molybdenum, gold, diamonds, uranium, titanium dioxide, borates, salt, talc",US$53.658 billion (2024),,US$102.786 billion (2024),US$57.965 billion (2024),ASX: RIOLSE: RIONYSE: RIOFTSE 100 Index componentS&P/ASX 200 component,www.riotinto.com
,,Consumer Discretionary,,,,,,,,,,,,,,Centrica,https://en.wikipedia.org/wiki/Centrica,,Public limited company,17 February 1997; 28 years ago (1997-02-17),,"Windsor, Berkshire, England, UK",Utilities,Kevin O’Byrne(Chairman)Chris O'Shea(Group Chief Executive),£1.365 billion (2024),"20,000 (2024)",£1.552 billion (2024),,,,£23.836 billion (2024),See below,£18.733 billion (2024),£4.812 million (2024),LSE: CNAFTSE 100 component,www.centrica.com
,,Consumer Discretionary,,,,,,,,,,,,,,WuXi AppTec,https://en.wikipedia.org/wiki/WuXi_AppTec,,Public,2000; 25 years ago (2000),,"Shanghai, China",Contract Research OrganizationsPharmaceuticalBiopharmaceutical Medical Devices,Ge Li,,,,,,,,,,,SSE: 603259SEHK: 2359Hang Seng Index componentCSI A50,www.wuxiapptec.com
,,Consumer Staples,,,,,,,,,,,,,,BEXIMCO,https://en.wikipedia.org/wiki/BEXIMCO,Worldwide,Public,1972; 53 years ago (1972),A. S. F. RahmanSalman F Rahman,"Dhaka, Bangladesh",Conglomerate,A. S. F. Rahman (Chairman)Salman F Rahman (Vice Chairman),BD৳1.259 billion (US$15 million) (FY2018),"70,000",BD৳7.085 billion (US$85 million) (FY2018),A. S. F. RahmanSalman F Rahman,,Diversified investmentsBanking & financePharmaceuticalGarment manufacturingClothing retailMediaIT,BD৳25.387 billion (US$304 million) (FY2018),Beximco PharmaYellowIndependent Television,BD৳122.746 billion (US$1.47 billion) (FY2018),BD৳63.373 billion (US$757 million) (FY2018),DSE: BEXIMCO CSE: BEXIMCO,beximco.com bol-online.com beximcolpg.com
,,Financials,,,,,,,,,,,,,,Guaranty Bank & Trust,https://en.wikipedia.org/wiki/Guaranty_Bank_%26_Trust,Texas,Public company,"January 1913; 112 years ago (January 1913) in Mount Pleasant, Texas",,"Addison, Texas, United States",,"Ty Abston (President, CEO, and Chairman of the Board)",,412 (2016),,,Glacier Bancorp,,,,US$ 3.2 billion (December 2023),,NYSE: GNTYRussell 2000 Component,gnty.com
,,Utilities,,,,,,,,,,,,,,TI Fluid Systems,https://en.wikipedia.org/wiki/TI_Fluid_Systems,,Private,2000,,"Auburn Hills,Michigan",Automotive Engineering,"Manfred Wennemer (Chairman) Hans Dieltjens, (CEO and President)",€32.5 million (2024),"25,600 (2023)",€173.0 million (2024),,Apollo Global Management,Automotive fluid systems,"€3,360.3 million (2024)",,,,LSE: TIFS,www.tifluidsystems.com
,,Basic Materials,,,,,,,,,,,,,,Zhaojin Mining,https://en.wikipedia.org/wiki/Zhaojin_Mining,People's Republic of China,Public,2004,,"Zhaoyuan, Shandong, People's Republic of China",Gold mining,Chairman: Mr. Lu Dongshang,RMB 1.05 billion (2023),"approx. 8,000 (2023)",RMB 2.8 billion (2023),,Zhaojin Group,"Gold, Silver, Copper, other precious metals",RMB 13.2 billion (2023),,,,,Zhaojin Mining Industry Company Limited
,,Energy,,,,,,,,,,,,,,Ingenta,https://en.wikipedia.org/wiki/Ingenta,,Public,1998,,"Oxford, England",Publishing (Technology),"G. Scott Winner, Chief Executive OfficerJon Sheffield, Chief Financial Officer",,,,,,"Ingenta Commercial, Ingenta Advertising, Ingenta Content, Ingenta Connect, VISTA and Publishers Communication Group (PCG)",,Publishers Communication Group (PCG),,,AIM: ING,www.ingenta.com
,,Financials,,,,,,,,,,,,,,ADM Capital,https://en.wikipedia.org/wiki/ADM_Capital,,Private,1998; 27 years ago (1998),Chris BotsfordDenys FirthRobert Appleby,Hong Kong,Investment management,Neil Harvey (Chairman),,,,,,Private creditDistressed debtPrivate equity,,ADM Capital FoundationCibus,,,,admcapital.com
,,Consumer Staples,,,,,,,,,,,,,,CHTC Fong's Industries,https://en.wikipedia.org/wiki/CHTC_Fong%27s_Industries,"China, exported worldwide",public,19631990 (re-incorporated),Fong Sou Lam,Hong Kong (general office)Bermuda (registered office),Textile machinery,Ye Maoxin (Chairman)Ji Xin (CEO),,,,Chinese Government via CHTC (55.80%)Fong Sou Lam and spouse (16.77%),China Hi-Tech Group Corporation,,,,,,SEHK: 641,http://www.fongs.com
,,Consumer Staples,,,,,,,,,,,,,,Origin Enterprises,https://en.wikipedia.org/wiki/Origin_Enterprises,,Public limited company,2006,,"Dublin, Ireland",Food,"Gary Britton, (Non-Executive Chairman)Sean Coyle, (CEO)",€57.8 (2016),">2,600 (2020)",€66.2 (2016),,,Food and agribusiness,"€1,521.3 (2016)",,,,Euronext Dublin: OIZ AIM: OGNISEQ 20 componentEuronext Growth,www.originenterprises.com
,,Real Estate,,,,,,,,,,,,,,Overseas Chinese Town Enterprises,https://en.wikipedia.org/wiki/Overseas_Chinese_Town_Enterprises,China,State-owned enterprise,1985,,"Shenzhen, China",Tourism and Culture,,,,,State Council of China (100%),,,"110,348,810,000 renminbi (2018)",Overseas Chinese Town (53.47%)Konka Group (29.99%)OCT Bay (100%),,,,www.chinaoct.com
,,Consumer Discretionary,,,,,,,,,,,,,,Taylor Wimpey,https://en.wikipedia.org/wiki/Taylor_Wimpey,,Public limited company,3 July 2007; 18 years ago (2007-07-03),,"High Wycombe, England, UK",Housebuilding,Robert Noel (chairman)Jennie Daly (CEO),£219.6 million (2024),,£416.4 million (2024),,,,"£3,401.2 million (2024)",,,,LSE: TW.FTSE 250 Component,www.taylorwimpey.co.uk
,,Consumer Staples,,,,,,,,,,,,,,Greencore,https://en.wikipedia.org/wiki/Greencore,,Public,"1991; 34 years ago (1991) in Dublin, Ireland",,"Dublin, Ireland",,Leslie Van de Walle (Chairman) Dalton Philips (CEO),£46.3 million (2024),"13,300 (2025)",£94.5 million (2024),,,Convenience foods,"£1,807.1 million (2024)",Feldhues Group,,,LSE: GNCFTSE 250 component,www.greencore.com
