Source,Company Name,ICB Industry,Admission Date,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (￡m),Stock Code,Listing Status,Director's English Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd),wiki_title,wiki_url,area_served,company_type,founded,founders,headquarters,industry,key_people,net_income,num_employees,operating_income,owner,parent,products,revenue,subsidiaries,total_assets,total_equity,traded_as,website
Hong Kong,FDB Holdings Limited,Real Estate,,,,,,,1826.0,Current,NG Chung Chi,Independent Non Executive Director - A/F,,2024-12-11,,CALB,https://en.wikipedia.org/wiki/CALB,,,,,"Changzhou, China",Lithium-ion batteries,Liu Jingyu (CEO),,,,,,,,,,,HKG: 3931,en.calb-tech.com
London,ST.MODWEN PROPERTIES PLC,Real Estate,1986-4-28 0:00,United Kingdom,Europe,MAIN MARKET,No,738.01,,,,,,,,Athelney Abbey,https://en.wikipedia.org/wiki/Athelney_Abbey,,,,King Alfred,,,,,,,,,,,,,,,
Hong Kong,"Guangzhou R&F Properties Co., Ltd",Real Estate,,,,,,,2777.0,Current,LI Helen,Non Executive Director,,2005-07-14,,Shandong Ruyi,https://en.wikipedia.org/wiki/Shandong_Ruyi,,,1972 in China,,"Jining, China",Textiles and clothing,Yafu Qiu (chair),,,,,"Jining Ruyi Investment Co., Ltd.",,,,,,SZSE: 002193,chinaruyi.com
Hong Kong,Future World Holdings Limited,Real Estate,,,,,,,572.0,Current,BONG Chin Chung,Independent Non Executive Director - A/F,,2023-07-03,,Infinity Ward,https://en.wikipedia.org/wiki/Infinity_Ward,,Subsidiary,May 2002; 23 years ago (May 2002),Grant CollierJason WestVince Zampella,"Woodland Hills, Los Angeles, California, US",Video games,Mark Grigsby (co-studio head)Jack O'Hara (co-studio head)Daniel Nelson (CTO)Joel Emslie (art director),,250+ (2015),,,Activision (2003–present),Call of Duty series,,,,,,infinityward.com
Hong Kong,Liu Chong Hing Investment Limited,Real Estate,,,,,,,194.0,Current,AU Kam Yuen Arthur,Independent Non Executive Director,,2012-12-03,,Zhong Lun,https://en.wikipedia.org/wiki/Zhong_Lun,,,,,"Beijing, China",,Anthony Zhao (Managing Partner),,,,,,,US$654 million (2022),,,,,zhonglun.com
Hong Kong,Yuzhou Group Holdings Company Limited,Real Estate,,,,,,,1628.0,Current,KWOK Ying Lan,Executive Director,"Chairman, CEO",2009-10-09,,Shenzhen,https://en.wikipedia.org/wiki/Shenzhen,,,,,,,,,,,,,,,,,,,sz.gov.cnsz.gov.cn/en
Hong Kong,Silver Grant International Holdings Group Limited,Real Estate,,,,,,,171.0,Current,CHEN Yong Cun,Non Executive Director,,2025-01-01,,Air Partner,https://en.wikipedia.org/wiki/Air_Partner,Worldwide,,1961,Tony Mack,"2 City Place, Beehive Ring Road, Gatwick, West Sussex, RH6 0PA United Kingdom",Aviation,Mark Briffa (CEO),,,,,Wheels Up,,,,,,,Official website
Hong Kong,ASIA ALLIED INFRASTRUCTURE HOLDINGS LIMITED,Real Estate,,,,,,,711.0,Current,CHUNG Ho Tai Francke,Non Executive Director,,2025-06-30,,Ocean Group International,https://en.wikipedia.org/wiki/Ocean_Group_International,Worldwide,,2005,Timur SardarovOliver Ripley,,,,,,,,,,,,,,,
Hong Kong,Peking University Resources (Holdings) Company Limited,Real Estate,,,,,,,618.0,Current,CHEUNG Ka Yue,Independent Non Executive Director - A/F,,2024-09-30,,Peking University Resources (Holdings),https://en.wikipedia.org/wiki/Peking_University_Resources_(Holdings),mainland China,public,1991 (as MIT)1992 (as PKU Resources Group)2000 (backdoor listing as EC-Founder)2013 (renamed as PKU Resources),Founder Holdings (in 2000),"Tsuen Wan, Hong Kong (general office)Hamilton, Bermuda(registered office)","Real Estate, Information Technology",Cheung Shuen Lung(Chairman)Zeng Gang(President)Sun Min(Executive director)Shi Hua(Executive director)Liao Hang(Executive director)Zheng Fu Shuang(Executive director),(HK$278 million) (2016),,,Peking University consortium(65.96%)Zheng Fu Shuang consortium(13.11%)Rongtong Fund(09.60%)others/free-floats(11.33%),Founder Information HK(direct)PKU Resources Group Holdings(intermediate)PKU Resources Group(intermediate)Founder Group(intermediate)Peking University Asset Management(intermediate)Peking University(intermediate)The Ministry of Education(intermediate)The State Council(ultimate),Real Estate,HK$15.394 billion (2016),,HK$49.213 billion (2016),HK$1.826 billion (2016),SEHK: 618,pku-resources.com
Hong Kong,China National Building Material Company Limited,Real Estate,,,,,,,3323.0,Current,CHEN Shao Long,Non Executive Director,,2024-04-29,,China State Construction Engineering,https://en.wikipedia.org/wiki/China_State_Construction_Engineering,Worldwide,State-owned enterprise,1957; 68 years ago (1957),,"Beijing, China",Construction,Zheng Xuexuan (Chairman)(Party Secretary),US$ 4.4 billion (2023),"382,894 (2023)",,Central People's Government,,,US$ 320.4 billion (2023),China State Construction Engineering Corporation Limited (56.26%),US$ 410.1 billion (2023),,CSI A50,www.cscec.com.cn
Hong Kong,Country Garden Services Holdings Company Limited,Real Estate,,,,,,,6098.0,Current,CHEN Wei Ru,Independent Non Executive Director,,2018-05-25,,Country Garden,https://en.wikipedia.org/wiki/Country_Garden,"China, Malaysia, Australia",Public,1992,Yang Guoqiang,"Shunde, Guangdong, China","Real estate, education",Chairman: Yang Huiyan (楊惠妍)Largest shareholder: Yang Huiyan,US$ -899.7 million (2023),"69,932 (2023)",,,,"Landed & high-rise residential, commercial, leisure and hospitality developments","US$ 63,978.9 million (2023)","Country Garden Properties (Malaysia) Sdn. Bhd., Country Garden Danga Bay Sdn. Bhd.","US$ 252,923.9 million (2023)","US$ 29,522.6 million (2023)",SEHK: 2007Hang Seng Index component,countrygarden.com.cn
London,RAVEN PROPERTY GROUP LIMITED,Real Estate,2009-3-25 0:00,Guernsey,Europe,MAIN MARKET,No,395.71,,,,,,,,Thorn Lighting,https://en.wikipedia.org/wiki/Thorn_Lighting,Worldwide,Private,29 March 1928,Sir Jules Thorn,"London, England",Lighting,,,"more than 1,000 (2015)",,,Zumtobel Group,Professional luminaires and controls,€109 million (2020),,,,,www.thornlighting.com
Hong Kong,Metallurgical Corporation of China Ltd.,Real Estate,,,,,,,1618.0,Current,BAI Xiao Hu,Executive Director,,2024-12-30,,China Construction Bank,https://en.wikipedia.org/wiki/China_Construction_Bank,,Public,1 October 1954; 71 years ago (1954-10-01),,"Beijing, China",Financial services,Wang Hongzhang (Chairman)Zhang Jianguo (President)Xin Shusen (Vice President),CN¥255.63 billion$37.2 billion (2018),"345,971 (2018)",CN¥308.16 billion$44.8 billion (2018),Government of China,,Asset managementBankingCommoditiesCredit cardsEquities tradingInsuranceInvestment managementMortgage loansPrivate equityWealth management,CN¥633.77 billion$175.1 billion (2020),,CN¥23.22 trillion$3.375 trillion (2018),CN¥1.992 trillion$290 billion (2018),SSE: 601939 (A share)SEHK: 939 (H share)IDX: MCOR SSE MidCap Component (A share)Hang Seng Component (H share)CSI Midcap 200,en.ccb.com
Hong Kong,NIU Holdings Limited,Real Estate,,,,,,,8619.0,Current,LEUNG Chun Yu Edmund,Executive Director,,2024-08-23,,IQE,https://en.wikipedia.org/wiki/IQE,Global,Public,"1988; 37 years ago (1988) in Cardiff, Wales, UK",Drew NelsonMichael Scott,"Cardiff , United Kingdom",Semiconductors,Jutta Meier (CEO and CFO),£−74.5 million (2021),685 (end 2021),£−72.9 million (2021),,,Epitaxial wafers,£167.5 million (2021),,£296.1 million (2021),£175.1 million (2021),AIM: IQE,iqep.com
Hong Kong,Sang Hing Holdings (International) Limited,Real Estate,,,,,,,1472.0,Current,CHOI Ho Yan,Independent Non Executive Director,,2023-04-30,,Lai Sun,https://en.wikipedia.org/wiki/Lai_Sun,,,1947; 78 years ago (1947) in Hong Kong,Lim Por-yen,Hong Kong,,,,,,,,,,,,,,www.laisun.com
Hong Kong,China Resources Building Materials Technology Holdings Limited,Real Estate,,,,,,,1313.0,Current,DENG Rong Hui,Non Executive Director,,2024-10-25,,China Resources Microelectronics,https://en.wikipedia.org/wiki/China_Resources_Microelectronics,,Public; State-owned enterprise,28 January 2003; 22 years ago (2003-01-28),,"Wuxi, Jiangsu, China",Semiconductors,Chen Xiaojun (chairman)Li Hong (CEO),CN¥1.44 billion (2023),"10,249 (2023)",,,China Resources,,CN¥9.90 billion (2023),,CN¥29.22 billion (2023),CN¥23.63 billion (2023),SSE: 688396,www.crmicro.com
Hong Kong,China Evergrande Group,Real Estate,,,,,,,3333.0,Delisted,HE Qi,Independent Non Executive Director,,2009-10-14,2025-08-25,China BlueChemical,https://en.wikipedia.org/wiki/China_BlueChemical,People's Republic of China,State-owned enterprise,2006,,"Dongfang, Hainan, People's Republic of China",Nitrogenous fertilizer manufacturing and sales,Chairman: Mr. Wu Mengfei,,,,,CNOOC,,,,,,,China BlueChemical Limited
Hong Kong,Shenzhen Investment Limited,Real Estate,,,,,,,604.0,Current,CAI Xun,Executive Director,,2020-08-27,,Shenzhen,https://en.wikipedia.org/wiki/Shenzhen,,,,,,,,,,,,,,,,,,,sz.gov.cnsz.gov.cn/en
Hong Kong,Zhong An Group Limited,Real Estate,,,,,,,672.0,Current,FUNG Che Wai Anthony,Independent Non Executive Director - A/F,,2021-11-26,,Changhong,https://en.wikipedia.org/wiki/Changhong,Worldwide,Public,October 1958; 67 years ago (1958-10),,"Mianyang, China",Electronics,"Zhao Yong 赵勇, President, Wang Fengzhao 王凤朝, Vice Chairman, G.M., Liu Tibing 刘体斌, Vice Chairman, Deputy G.M., Tan Mingxian 谭明献, Secretary, Board of Directors, Deputy G.M.",,"32,000 (May 20, 2011)",,,,,,,,"12,741,313,930.51 RMB",SSE: 600839,cn.changhong.comchiq.com
Hong Kong,Build King Holdings Limited,Real Estate,,,,,,,240.0,Current,CHAN Chi Hung,Non Executive Director,,2008-12-04,,Accesso,https://en.wikipedia.org/wiki/Accesso,Worldwide,Public,August 2000; 25 years ago (2000-08) (Lo-Q),Leonard Sim,"Berkshire, England","leisure, cultural, entertainment, theme park, technology","Steve Brown (CEO), Andrew Jacobs (CCO), Fern MacDonald (CFO), Bill Russell (Non-Executive Chairman)",US$25.1 million (2018): 3,"406 Seasonal (2018, avg monthly number): 79 518 Non-seasonal (2018, avg monthly number): 79",US$88.2 million (2018): 3,,,,US$118.7 million (2018): 3 [dead link][failed verification],Located in Europe and North America and Australia,US$257.5 million (2018): 55,US$181.5 million (2018): 55,LSE: ACSO,www.accesso.com
London,BMO COMMERCIAL PROPERTY TRUST LIMITED,Real Estate,2005-3-21 0:00,Guernsey,Europe,MAIN MARKET,No,491.61,,,,,,,,Longfor Properties,https://en.wikipedia.org/wiki/Longfor_Properties,,,,,,,,,,,,,,,,,,,
Hong Kong,Oriental Explorer Holdings Limited,Real Estate,,,,,,,430.0,Current,LAU Chi Yung Kenneth,Executive Director,Chairman,1996-02-03,,Experian,https://en.wikipedia.org/wiki/Experian,,Public,1996; 29 years ago (1996),,"Dublin, Ireland",Business services,Mike Rogers (Chairperson)Brian Cassin (CEO),US$1.203 billion (FY2024),"21,700 (2025)",US$1.928 billion (FY2024),,,,US$7.097 billion (FY2024),,US$11.712 billion (FY2024),US$4.669 billion (FY2024),LSE: EXPNFTSE 100 Component,www.experian.com
London,ASSURA PLC,Real Estate,2015-1-28 0:00,United Kingdom,Europe,MAIN MARKET,No,2030.01,,,,,,,,BEXIMCO,https://en.wikipedia.org/wiki/BEXIMCO,Worldwide,Public,1972; 53 years ago (1972),A. S. F. RahmanSalman F Rahman,"Dhaka, Bangladesh",Conglomerate,A. S. F. Rahman (Chairman)Salman F Rahman (Vice Chairman),BD৳1.259 billion (US$15 million) (FY2018),"70,000",BD৳7.085 billion (US$85 million) (FY2018),A. S. F. RahmanSalman F Rahman,,Diversified investmentsBanking & financePharmaceuticalGarment manufacturingClothing retailMediaIT,BD৳25.387 billion (US$304 million) (FY2018),Beximco PharmaYellowIndependent Television,BD৳122.746 billion (US$1.47 billion) (FY2018),BD৳63.373 billion (US$757 million) (FY2018),DSE: BEXIMCO CSE: BEXIMCO,beximco.com bol-online.com beximcolpg.com
Hong Kong,Times Universal Group Holdings Limited,Real Estate,,,,,,,2310.0,Current,CHEN Jian,Executive Director,,2019-10-10,,AO World,https://en.wikipedia.org/wiki/AO_World,United Kingdom,Public limited company,2000; 25 years ago (2000),John Roberts,"Bolton, England, UK",Online retail,John Roberts (Chief executive officer)Geoff Cooper(Chairman),£24.7 million (2024),"2,842 (2024)",£36.2 million (2024),Frasers Group (25.01%)Camelot Capital Partners (20.4%)John Roberts (18.3%)Odey Asset Management (5.2%),,,"£1,039.3 million (2024)",,,,LSE: AO.,www.ao-world.com
Hong Kong,Associated International Hotels Limited,Real Estate,,,,,,,105.0,Current,CHEONG Chin Hong Rodney,Executive Director,,2024-02-26,,Premier Foods,https://en.wikipedia.org/wiki/Premier_Foods,,Public,1975 (as Hillsdown Holdings),,"St. Albans, Hertfordshire, United Kingdom",Food Manufacturing,"Colin Day, (Chairman)Alex Whitehouse, (CEO)",£112.5 million (2024),"4,232 (2024)",£177.7 million (2024),,,Foods,"£1,137.5 million (2024)",,,,LSE: PFDFTSE 250 component,www.premierfoods.co.uk
London,REGIONAL REIT LIMITED,Real Estate,2015-11-6 0:00,Guernsey,Europe,MAIN MARKET,No,269.26,,,,,,,,Capital & Regional,https://en.wikipedia.org/wiki/Capital_%26_Regional,,Public,1979,,"London, England, UK",Property,"Hugh Scott-Barrett, Chairman Lawrence Hutchings, CEO",£3.7 million (2023),,£9.5 million (2023),,,,£59.0 million (2023),,,,LSE: CAL,www.capreg.com
Hong Kong,Evergrande Property Services Group Limited,Real Estate,,,,,,,6666.0,Current,DONG Xin Yi,Independent Non Executive Director,,2023-09-27,,Hibernia Real Estate Group,https://en.wikipedia.org/wiki/Hibernia_Real_Estate_Group,,,2013; 12 years ago (2013),,"Dublin, Ireland",,"Tom Edwards-Moss, CEOKevin Nowlan, Co-founder and former CEO Frank O'Neil, Chief operating officerDaniel Kitchen, Chairman",,,,Brookfield Asset Management (2022–present),,Real estate portfolios,,,,,,www.hiberniareg.com
Hong Kong,Dynamic Holdings Limited,Real Estate,,,,,,,29.0,Current,CHIU Siu Hung Allan,Executive Director,CEO,2019-05-10,,Micro Focus,https://en.wikipedia.org/wiki/Micro_Focus,,Subsidiary,1976; 49 years ago (1976),Brian Reynolds,"Newbury, England",Information technology,Greg Lock (chairman) Stephen Murdoch (CEO),US$(424.4) million (2021),"11,000 (2022)",US$(265.6) million (2021),,OpenText,Enterprise application integration and management software,"US$2,899.9 million (2021)",NetIQ Serena Software,,,LSE: MCRO (2005⁠–2023) NYSE: MFGP (2017⁠–2023),microfocus.com
London,BIFFA PLC,Utilities,2016-10-13 0:00,United Kingdom,Europe,MAIN MARKET,No,660.67,,,,,,,,Biffa,https://en.wikipedia.org/wiki/Biffa,United Kingdom,Private,"1912; 113 years ago (1912) in Wembley, London, England",Richard Henry Biffa,"High Wycombe, England",Waste management,Michael Topham (CEO),£(40.5) million (2021),"8,238 (2021)",£44.2 million (2021),Energy Capital Partners (2023–present),,,"£1,042.0 million (2021)",,,,LSE: BIFF (2016–2023),biffa.co.uk
London,CENTRICA PLC,Utilities,1997-2-17 0:00,United Kingdom,Europe,MAIN MARKET,No,2171.53,,,,,,,,Centrica,https://en.wikipedia.org/wiki/Centrica,,Public limited company,17 February 1997; 28 years ago (1997-02-17),,"Windsor, Berkshire, England, UK",Utilities,Kevin O’Byrne(Chairman)Chris O'Shea(Group Chief Executive),£1.365 billion (2024),"20,000 (2024)",£1.552 billion (2024),,,,£23.836 billion (2024),See below,£18.733 billion (2024),£4.812 million (2024),LSE: CNAFTSE 100 component,www.centrica.com
London,"CHINA YANGTZE POWER CO., LTD",Utilities,2020-9-25 0:00,China,Asia,MAIN MARKET,Yes,,,,,,,,,China Yangtze Power,https://en.wikipedia.org/wiki/China_Yangtze_Power,China,Public,2002; 23 years ago (2002),,"Beijing, China",Hydroelectricity,Li Yongan (chairman),,,,,China Three Gorges (61.92%),,,,,,SSE: 600900SSE MidCap ComponentCSI A50,www.cypc.com.cn
London,CONTOURGLOBAL PLC,Utilities,2017-11-9 0:00,United Kingdom,Europe,MAIN MARKET,No,1284.83,,,,,,,,ContourGlobal,https://en.wikipedia.org/wiki/ContourGlobal,,Public limited company,2005; 20 years ago (2005),,"London, England",Power generation,"Joseph Brandt, President and CEO",$79.7 million (2021),,$370.1 million (2021),,KKR,,"$2,151.9 million (2021)",,,,LSE: GLO,www.contourglobal.com/
London,DRAX GROUP PLC,Utilities,2005-12-15 0:00,United Kingdom,Europe,MAIN MARKET,No,1174.11,,,,,,,,Kingdee,https://en.wikipedia.org/wiki/Kingdee,,Public,"August 8, 1993; 32 years ago (1993-08-08)",Xu Shaochun,"Shenzhen, China",Software,Xu Shaochun (Chairman & CEO),,,,,,"Cloud computing, enterprise software",,,,,SEHK: 268,www.kingdee.com
London,GOOD ENERGY GROUP PLC,Utilities,2012-7-30 0:00,United Kingdom,Europe,AIM,No,27.29,,,,,,,,Good Energy,https://en.wikipedia.org/wiki/Good_Energy,,Public limited company,2003 (as Good Energy),,"Chippenham, Wiltshire, England",Renewable energy,"Nigel Pocklington, CEO",,299 (2019),,,,Renewable energy services,£73.9m (2017)£124.3m (2019),,,,LSE: GOOD,www.goodenergy.co.uk
London,GREENCOAT RENEWABLES PLC,Utilities,2017-7-25 0:00,Ireland,Europe,AIM,Yes,664.7,,,,,,,,Greencoat Renewables,https://en.wikipedia.org/wiki/Greencoat_Renewables,Europe,Public,2017,Richard Nourse,"Dawson Street, Dublin, Ireland",Wind and Renewable Energy,Paul O'Donnell and Bertrand Gautier,,,,,,,,,,,Euronext Dublin: GRP AIM: GRPISEQ 20 componentEuronext Growth,www.greencoat-renewables.com
London,JERSEY ELECTRICITY PLC,Utilities,1964-2-28 0:00,Jersey,Europe,MAIN MARKET,No,61.4,,,,,,,,Jersey Electricity,https://en.wikipedia.org/wiki/Jersey_Electricity,,Public limited company,April 1924,,Jersey,Energy,"Phil Austin, Chairman, Chris Ambler, CEO",,,,,,,,,,,,Official website
London,NATIONAL GRID PLC,Utilities,2002-1-31 0:00,United Kingdom,Europe,MAIN MARKET,No,32351.71,,,,,,,,List of convenience stores,https://en.wikipedia.org/wiki/List_of_convenience_stores,,,,,,,,,,,,,,,,,,,
London,NORTHERN ELECTRIC PLC,Utilities,1995-9-11 0:00,United Kingdom,Europe,MAIN MARKET,No,189.83,,,,,,,,United Utilities,https://en.wikipedia.org/wiki/United_Utilities,North West England,Public limited company,1995; 30 years ago (1995),,"Warrington, England, UK",Water industry,David Higgins (Chairperson)Philip Nevill Green (CEO),£264.7 million (2025),,£631.5 million (2025),,,Drinking waterRecycled wastewater,"£2,145.2 million (2025)",,,,LSE: UU.FTSE 100 Component,www.unitedutilities.com
London,PENNON GROUP PLC,Utilities,1989-12-12 0:00,United Kingdom,Europe,MAIN MARKET,No,4187.18,,,,,,,,Lamprell,https://en.wikipedia.org/wiki/Lamprell,,Private,1976,,"Hamriyah, United Arab Emirates",Energy,"Ian Prescott, CEO Neil Millar, COO",US$(53.4) million (2020),"5,000 (2021)",US$(32.0) million (2020),,,Oil & GasRenewables,US$338.6 million (2020),,,,,www.lamprell.com
London,RENEWI PLC,Utilities,1988-2-29 0:00,United Kingdom,Europe,MAIN MARKET,No,170.03,,,,,,,,Renewi,https://en.wikipedia.org/wiki/Renewi,,Public,1880; 145 years ago (1880),Guy ShanksAndrew McEwan,"Dunedin House, Mount Farm, Auckland Park, Milton Keynes, MK1 1BU, UK",Waste management,Ben Verwaayen(Group Chairman)Otto de Bont(CEO),€(30.9) million (2024),,€105.5 million (2024),Macquarie European Infrastructure Fund 7 and BCI UK IRR,Macquarie GroupBCI,,"€1,689.2 million (2024)",,,,LSE: RWIEuronext: RWI,www.renewiplc.com
London,SEVERN TRENT PLC,Utilities,1989-12-12 0:00,United Kingdom,Europe,MAIN MARKET,No,5803.46,,,,,,,,Severn Trent,https://en.wikipedia.org/wiki/Severn_Trent,"Midlands, South West",Public limited company (plc),1989; 36 years ago (1989),,"Coventry, England, UK",Water industry,Christine Hodgson (Chairperson)Liv Garfield (CEO),£229.4 million (2025),"9,539 (2025)",£590.2 million (2025),,,Drinking waterRecycled wastewater,"£2,426.7 million (2025)",,,,LSE: SVTFTSE 100 Component,www.severntrent.com
London,SSE PLC,Utilities,1991-6-18 0:00,United Kingdom,Europe,MAIN MARKET,No,13072.44,,,,,,,,ZTE,https://en.wikipedia.org/wiki/ZTE,Worldwide,Public; state-owned enterprise,"1985; 40 years ago (1985) (as Zhongxing Semiconductor Co., Ltd.)",Hou Weigui,"55 Hi-tech Road SouthShenzhen, Guangdong, China518057",Telecommunications equipment Networking equipment,Ms. Fang Rong (Chairman and Executive Director) Mr. Xu Ziyang (Executive Director and CEO),CN¥8.08 billion (2022),"74,811 (2022)",CN¥6.16 billion (2022),Zhongxingxin (20.29% in 2022); China Aerospace Science and Industry Corporation,,"Mobile phones, smartphones, tablet computers, hardware, software, all series of wireless, wireline, services, devices and professional telecommunications services and services to telecommunications service providers and enterprises",CN¥122.95 billion / US $17.68 billion (2022),Nubia Technology (49.9%) ZTEsoft Zonergy,CN¥180.95 billion (2022),CN¥58.64 billion (2022),SZSE: 000063SEHK: 763CSI A50,www.zte.com.cn
