title,release_year,artists,genres,region,track_id,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
,,,Jazz,,5G28yk9vcQyMDzJXbu5DeL,Ethnic Serenade,45.0,386636.0,0.0,0.576,0.807,1.0,-6.616,0.0,0.055,0.00259,0.0973,0.067,0.146,169.985,4.0,trance
,,,Classical,,4CA1DhfgMg9iRDibIgTu1f,Espiral de Ilusão - Deluxe Edition,30.0,213480.0,0.0,0.6,0.476,0.0,-8.558,0.0,0.084,0.7,0.00488,0.104,0.572,142.033,4.0,afrobeat
,,,Rock,,5k6pwjtNfGIFoA432oys0o,Living in the Grayland,9.0,421851.0,0.0,0.202,0.67,0.0,-17.18,1.0,0.139,0.611,0.889,0.091,0.0366,119.873,3.0,iranian
,,,Blues,,2X3UgVLSA4wYriGIQyYmMA,Love Yourself 結 'Answer',69.0,251279.0,0.0,0.568,0.793,1.0,-3.749,1.0,0.0406,0.189,0.0,0.111,0.45,108.051,4.0,k-pop
,,,Children's,,12ljYgh3Pj8OlMlj0PbHHz,Добрые детские песни,8.0,87144.0,0.0,0.813,0.338,2.0,-11.043,0.0,0.103,0.517,0.0,0.101,0.505,117.494,4.0,romance
,,,Jazz,,3B2iXJTdfe32vUmAsEYw5I,Shahulean,38.0,242037.0,0.0,0.592,0.528,6.0,-7.88,0.0,0.0968,0.148,0.0,0.0927,0.357,129.938,4.0,turkish
,,,Jazz,,7BrSrtLNQwvDMQFFXRrYfw,Twister,14.0,205173.0,0.0,0.662,0.92,6.0,-7.348,1.0,0.0659,0.000611,0.654,0.0768,0.886,131.028,4.0,breakbeat
,,,Pop,,1ZQobK5o691me3zyP1gNE7,Ernte 2k23,12.0,191506.0,0.0,0.771,0.955,0.0,-3.813,1.0,0.086,0.0496,0.0,0.0465,0.964,135.989,4.0,party
,,,Reggae,,35U4PXL3W3XIkAjEUdhr36,Pacific Standard Time,64.0,368783.0,0.0,0.782,0.622,2.0,-5.832,1.0,0.0411,0.288,0.53,0.58,0.921,106.022,4.0,disco
,,,Jazz,,1AEtUU2feJBKfaz7YMMDND,A Little Unprofessional,27.0,321488.0,1.0,0.524,0.408,6.0,-19.589,1.0,0.953,0.923,0.0,0.81,0.229,83.902,4.0,comedy
,,,Classical,,0vDY6w6OuIj1oSPAWWZM16,Nocturnes,42.0,240888.0,0.0,0.572,0.837,9.0,-7.415,1.0,0.0287,0.000329,0.649,0.166,0.0358,134.99,4.0,techno
,,,Electronic,,0PQtwNW9pE1OOjCkcCh1r9,El Tiempo De Las Cerezas,27.0,269933.0,0.0,0.5,0.57,2.0,-7.108,1.0,0.0399,0.597,1.76e-05,0.32,0.264,114.71,4.0,spanish
,,,Electronic,,18sy9aZ7t7xtKp2XelIyRW,Scars (Expanded Edition),21.0,173493.0,0.0,0.502,0.958,11.0,-4.831,1.0,0.102,0.000277,1.6e-06,0.256,0.712,154.868,4.0,industrial
,,,Jazz,,2hIzjuxyItTpPuZZIULExJ,"Sleeping Music: Calm Music to Help You Sleep, Natural Sleep Aid and Relaxing Piano for Sleep Music",65.0,118674.0,0.0,0.153,0.00197,1.0,-36.815,1.0,0.0524,0.968,0.913,0.121,0.039,134.697,1.0,sleep
,,,Pop,,78UPFL0bdiooH4UiwJ1KhM,Ballermann Party Hits Megamix 2022.2,0.0,215651.0,0.0,0.67,0.983,3.0,-2.052,0.0,0.0779,0.0067,0.0,0.0223,0.822,134.044,4.0,party
,,,Reggae,,71NRKwSy7uv1Kw6LMsZI6A,Beddy Rays,34.0,201741.0,0.0,0.41,0.949,11.0,-3.009,1.0,0.0793,0.000412,0.000961,0.396,0.49,145.975,4.0,garage
,,,Children's,,30BsewEJZPxfuLNAlZPFje,Our Version Of Events (Special Edition),68.0,283706.0,0.0,0.63,0.44,2.0,-7.186,1.0,0.0249,0.822,3.87e-06,0.0926,0.343,98.082,4.0,soul
,,,Pop,,3aIfJMxzIZt8XDuJOF56VW,Inmundo,34.0,224146.0,0.0,0.611,0.992,0.0,-2.098,1.0,0.103,0.000278,1.01e-05,0.132,0.541,127.973,4.0,heavy-metal
,,,Hip Hop,,4MzRXNDpB9xbj2t07CFrq5,Serenata con Los Tecolines,29.0,180400.0,0.0,0.781,0.458,11.0,-9.589,1.0,0.0451,0.95,0.00149,0.121,0.804,115.343,4.0,guitar
,,,Children's,,6hOgG7klHiDN0jweQkPj7B,32 Grandes Exitos,28.0,242106.0,0.0,0.593,0.801,2.0,-5.562,1.0,0.0442,0.551,0.000183,0.0652,0.944,79.561,4.0,salsa
,,,Blues,,1R0a2iXumgCiFb7HEZ7gUE,reputation,88.0,236413.0,0.0,0.615,0.534,9.0,-6.719,0.0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,4.0,pop
,,,Blues,,2wtpyd1UwiqtGgVtGhF1jR,Cold On The Shoulder,25.0,209132.0,0.0,0.456,0.476,7.0,-15.652,1.0,0.0306,0.357,0.00308,0.302,0.963,146.198,4.0,bluegrass
,,,Jazz,,20A3kygqTufoVmkgL6Xawr,Deep Cuts,48.0,228066.0,0.0,0.745,0.835,7.0,-5.896,0.0,0.0302,0.0285,0.000351,0.0784,0.697,129.977,4.0,synth-pop
,,,Reggae,,1tkkrXaVds3mu2E0Dh26Va,The Tony Danza Tap Dance Extravaganza,14.0,145613.0,0.0,0.276,0.857,9.0,-9.046,0.0,0.0687,4.15e-06,0.868,0.155,0.396,133.034,3.0,grindcore
,,,Non-Music,,1hdDnQRPinE8hxYhW3uy6u,The Last of Us,49.0,167066.0,0.0,0.635,0.256,11.0,-14.187,0.0,0.0355,0.874,0.95,0.107,0.249,92.025,4.0,ambient
,,,Latin,,0I1Cwh35TzragHmaxCOk7D,Corpora Part III,1.0,380099.0,0.0,0.535,0.776,8.0,-13.877,0.0,0.0699,0.000192,0.803,0.149,0.0235,131.004,3.0,minimal-techno
,,,Classical,,6VibBil9LuNNz79dYyb3Rl,Musical Forever,22.0,245440.0,0.0,0.511,0.827,2.0,-7.112,0.0,0.0862,0.179,0.0,0.967,0.239,120.597,4.0,show-tunes
,,,Non-Music,,61Vp7Xog08vBz215lZZLJn,Gib das Schiff nicht auf!,32.0,208354.0,0.0,0.457,0.911,0.0,-2.702,0.0,0.0672,0.00351,1.16e-06,0.157,0.518,181.98,4.0,ska
,,,Pop,,6mCl1YEddP0ZB9xM0UnvGy,Hutspot,19.0,302506.0,0.0,0.508,0.882,5.0,-4.505,0.0,0.121,0.0351,0.00264,0.178,0.842,170.223,4.0,afrobeat
,,,Non-Music,,3JLrri1xSCui3bzITDJbkk,Houses of the Holy (Remaster),60.0,459093.0,0.0,0.336,0.318,0.0,-11.412,1.0,0.0263,0.317,0.0716,0.111,0.24,79.66,4.0,hard-rock
,,,Hip Hop,,7Fef812I3O0k9OHTOn1e2Y,Calm the Mind,28.0,307175.0,0.0,0.212,0.11,8.0,-24.43,1.0,0.0524,0.948,0.875,0.134,0.157,49.594,4.0,new-age
,,,Hip Hop,,6vf5x73BHeI7hz4x7FxYjT,The Greatest Jazz Mix,0.0,137933.0,0.0,0.499,0.215,11.0,-17.369,0.0,0.031,0.898,0.913,0.0989,0.74,132.383,4.0,jazz
,,,Latin,,4ezYlG6aLhst4OvmJ16JPu,nada além de um instrumento,32.0,358813.0,0.0,0.469,0.561,10.0,-6.977,1.0,0.0299,0.43,3.11e-05,0.131,0.192,143.976,4.0,groove
,,,Jazz,,3DyEHHrWR377d05LGmP8tN,Always Faithful,16.0,69429.0,0.0,0.256,0.959,11.0,-4.373,1.0,0.306,0.00295,0.256,0.152,0.331,69.736,3.0,grindcore
,,,Electronic,,3UBX0ysWycKWiinU7GfoZX,"Decade. The Songs, The Show, The Traditions, The Classics.",20.0,403373.0,0.0,0.284,0.232,2.0,-12.824,1.0,0.0378,0.841,6.14e-05,0.0897,0.155,117.456,4.0,opera
,,,Blues,,5wLVpReOUanAaJYS8VgUfo,Riverdales,21.0,67480.0,0.0,0.199,0.977,9.0,-4.057,1.0,0.0714,0.0022,0.0,0.388,0.368,187.537,3.0,power-pop
,,,Hip Hop,,4sscDOZCkbLSlDqcCgUJnX,Freedom of Choice,65.0,161133.0,0.0,0.78,0.869,9.0,-7.255,1.0,0.0517,0.0744,0.004,0.0621,0.957,157.902,4.0,synth-pop
,,,Children's,,2wST23PvIAmSeGo05Dng3a,The Phoenix Throne,22.0,143373.0,1.0,0.345,0.976,6.0,-5.874,1.0,0.125,7.42e-05,0.0,0.332,0.281,118.65,4.0,death-metal
,,,Jazz,,4yIPRK0XPbaeGFiGTog6gN,Katedralen,19.0,259000.0,0.0,0.413,0.973,3.0,-6.831,0.0,0.0521,2.53e-06,0.595,0.328,0.213,120.039,4.0,black-metal
,,,Blues,,2GZ9n5ro8Kcj2IVg1XHHYE,Silver Wheels,36.0,190960.0,0.0,0.759,0.612,4.0,-8.08,1.0,0.0322,0.24,9.95e-05,0.112,0.961,127.757,4.0,swedish
,,,Latin,,4zLtcR5Hfm80fSqogapUEc,Ao Vivo na Amazônia,38.0,146520.0,0.0,0.699,0.911,1.0,-4.889,0.0,0.0365,0.561,0.0,0.482,0.801,116.985,4.0,forro
,,,Electronic,,0wo0P2f7T6ugUSbOSRW0Yh,Elements Series: Etheria,23.0,526236.0,0.0,0.47,0.352,2.0,-13.447,1.0,0.0277,0.833,0.969,0.119,0.045,99.978,4.0,new-age
,,,Reggae,,3QZ7uX97s82HFYSmQUAN1D,Moving Pictures (2011 Remaster),73.0,276880.0,0.0,0.536,0.901,9.0,-7.211,1.0,0.0374,0.00145,0.0186,0.06,0.666,87.559,4.0,metal
,,,Non-Music,,6T1071kNui4EUABJp4Dciq,Electroviral,53.0,169066.0,0.0,0.669,0.884,9.0,-2.613,1.0,0.0402,0.00184,0.0,0.0676,0.963,128.018,4.0,spanish
,,,Electronic,,2t7f8OHuBNXwSDUsyAESX5,All Alone / Behind Closed Doors,23.0,313573.0,0.0,0.546,0.995,9.0,-4.244,1.0,0.0768,0.000869,0.874,0.189,0.858,172.996,4.0,drum-and-bass
,,,Rock,,1EKQupLgrWvH2mVmzMvKRl,Blue Dream (Softly),34.0,188561.0,0.0,0.367,0.0264,5.0,-21.3,1.0,0.0403,0.985,0.915,0.0876,0.15,69.903,4.0,new-age
,,,Pop,,1lyd5cpKcJUa8fdyZcrVhj,Meereswellen zum Schlafen: Weißes Rauschen für den Schlaf,44.0,234907.0,0.0,0.146,0.48,0.0,-28.742,0.0,0.052,0.918,0.941,0.548,1e-05,80.409,4.0,sleep
,,,Classical,,5NYejXf1mwigePilCGLjdM,Spaceman,56.0,189375.0,0.0,0.582,0.878,3.0,-3.595,0.0,0.0487,0.0172,0.0,0.248,0.35,127.945,4.0,progressive-house
,,,Latin,,75FtEfhCTDmu97mAEqLdYc,Bis - Raul Seixas,40.0,224400.0,0.0,0.697,0.667,9.0,-8.417,1.0,0.0527,0.0278,0.0,0.361,0.787,132.848,4.0,r-n-b
,,,Blues,,6tUzFC7gqFurOE3DY3vaO6,Live At Paradiso,25.0,653187.0,0.0,0.177,0.772,4.0,-8.065,0.0,0.159,0.0219,0.0151,0.688,0.0961,169.494,3.0,opera
,,,Rock,,4DWFSrNnZXow1aB96gByho,The Turtles Present The Battle of the Bands,60.0,151306.0,0.0,0.63,0.625,4.0,-8.407,1.0,0.0375,0.6,1.52e-05,0.24,0.887,122.504,4.0,psych-rock
,,,Pop,,2x6wooE8QdgxHjEwnFnSo5,永遠より長い一瞬 ~あの頃、確かに存在した私たち~(Complete Edition),20.0,260812.0,0.0,0.614,0.814,10.0,-5.7,1.0,0.0323,0.137,0.0,0.32,0.521,129.965,4.0,j-idol
,,,Electronic,,7DczAzWKf2WOretzrzQOCf,Metal,0.0,269533.0,0.0,0.512,0.879,7.0,-4.69,0.0,0.031,9.54e-05,0.00745,0.0824,0.484,92.358,4.0,groove
,,,Classical,,4LgHw6dhyApTDWLSCKgGuu,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)",0.0,110920.0,0.0,0.32,0.124,4.0,-30.61,0.0,0.0371,0.978,0.973,0.145,0.625,65.385,5.0,french
,,,Blues,,6DZTKtFRlprdZ0xOJ6zkSn,Wenn et Hätz dich röf,31.0,179876.0,0.0,0.592,0.856,4.0,-3.516,0.0,0.0336,0.043,0.0,0.396,0.799,130.003,4.0,party
,,,Children's,,0QaFDdirIxKcsVk62hbKDo,Collecion De Oro,20.0,297665.0,0.0,0.343,0.886,0.0,-3.107,1.0,0.0313,0.000273,0.000233,0.19,0.828,192.492,4.0,afrobeat
,,,Blues,,6va0uR0XCeTX5DuT9S0Q4S,The Journey so Far,22.0,294866.0,0.0,0.444,0.209,0.0,-13.579,1.0,0.071,0.94,2.01e-05,0.701,0.171,90.656,3.0,show-tunes
,,,Children's,,7ewVxETIM55p3cm55NNpWX,Lupi Solitari,32.0,243226.0,0.0,0.479,0.459,1.0,-7.939,0.0,0.0295,0.735,0.0,0.0884,0.316,161.682,3.0,disco
,,,Rock,,6ijzJSBiode40s1NIJ6gqf,All Into Nothing,32.0,161400.0,0.0,0.571,0.763,9.0,-6.66,1.0,0.05,0.0421,0.0,0.394,0.21,99.955,4.0,progressive-house
,,,Non-Music,,47TJU5k15S4pZ2RlVItQEB,Господа офицеры,5.0,237174.0,0.0,0.437,0.309,6.0,-11.948,0.0,0.0318,0.908,0.0,0.0937,0.255,93.147,4.0,romance
,,,Hip Hop,,3twGwE3UtBv6QjnSodeGnt,Vogel im Kafig,45.0,175609.0,0.0,0.431,0.385,9.0,-10.433,0.0,0.0332,0.0117,0.527,0.11,0.122,159.956,4.0,anime
,,,Rock,,5ltlP91dDK8QED7epzFE6R,Dust Blaster,35.0,129870.0,0.0,0.66,0.502,5.0,-6.574,1.0,0.066,0.612,0.862,0.119,0.216,81.092,4.0,study
,,,Children's,,6z4OMO3TvapnF2sfhXxd0N,Vuilwaark (Matrioalplaat),37.0,176000.0,0.0,0.574,0.943,7.0,-4.01,1.0,0.047,0.151,0.000431,0.125,0.565,149.946,4.0,hardstyle
,,,Pop,,3qJo0sD5ssJaeHIKAGVObz,OK Karma,22.0,106826.0,1.0,0.635,0.735,10.0,-8.161,1.0,0.951,0.689,0.0,0.862,0.39,45.876,4.0,comedy
,,,Electronic,,0KRqq8sfdjFLOfxYqBZmqA,Aqua Zone,23.0,433880.0,0.0,0.255,0.172,3.0,-15.741,1.0,0.0349,0.939,0.847,0.317,0.129,92.369,4.0,new-age
,,,Rock,,3kpYJjvM8Ja6btr5hEJLWc,Venom (Music From The Motion Picture),74.0,269573.0,1.0,0.75,0.789,0.0,-5.058,1.0,0.0647,0.0148,0.0,0.501,0.467,135.954,4.0,hip-hop
,,,Blues,,1aHRhPwlNTNdMsDcYicxb6,Do You Know,58.0,211764.0,0.0,0.697,0.796,1.0,-3.685,0.0,0.0742,0.155,0.0,0.162,0.312,85.002,4.0,pop-film
,,,Children's,,6ayLUgVfrEbkQDoSyCcrsR,勢在亞洲 超人氣電視劇主題曲巡禮,20.0,215213.0,0.0,0.569,0.496,10.0,-5.91,0.0,0.0264,0.716,0.0,0.171,0.348,144.062,4.0,cantopop
,,,Blues,,3UBX0ysWycKWiinU7GfoZX,"Decade. The Songs, The Show, The Traditions, The Classics.",20.0,403373.0,0.0,0.284,0.232,2.0,-12.824,1.0,0.0378,0.841,6.14e-05,0.0897,0.155,117.456,4.0,opera
,,,Hip Hop,,6NrhX0wYkI6gsJVSqE0Y8M,Funny as Hell,24.0,229213.0,1.0,0.432,0.921,2.0,-11.243,1.0,0.939,0.849,0.0,0.462,0.18,68.243,3.0,comedy
,,,Reggae,,0m6qUdzmGYhw1sUZCRo6lg,Nairobi Candles: Burning Bright,8.0,502076.0,0.0,0.8,0.796,7.0,-9.245,1.0,0.0564,3.34e-05,0.877,0.0571,0.324,127.0,4.0,detroit-techno
,,,Classical,,4sPaCOzwT4qFhfvgl0Uaax,Un voix pour les enfants,29.0,279893.0,0.0,0.519,0.212,11.0,-13.321,1.0,0.0277,0.85,0.0,0.133,0.31,99.014,4.0,children
,,,Hip Hop,,5FlcCJAAcAb5crxohyJPL6,Welcome To The Jungle: The Ultimate Jungle Cakes Drum & Bass Compilation,18.0,2733257.0,0.0,0.634,0.898,1.0,-6.876,1.0,0.0403,0.00133,0.000459,0.124,0.581,87.499,4.0,breakbeat
,,,Non-Music,,1dkoMjuYrjumtzgyFnFGFD,De muziek gaat altijd door,23.0,189789.0,0.0,0.476,0.241,4.0,-12.408,1.0,0.0372,0.888,0.0,0.129,0.468,137.994,4.0,disney
,,,Jazz,,54TMmqbSWu9kwnbNZrH8NE,Dolphin Dreams,24.0,332577.0,0.0,0.208,0.0923,3.0,-25.797,0.0,0.0405,0.983,0.868,0.108,0.0612,118.945,4.0,new-age
,,,Reggae,,1XVzkGLefSE6C7xQOZaEgv,Finally Healing,32.0,180436.0,0.0,0.425,0.743,5.0,-5.478,1.0,0.0633,0.245,1.71e-06,0.162,0.385,171.94,4.0,dubstep
,,,Reggae,,3fIMrnu2RWhlQ7Gt3Y2849,Hawaiian Summer: 50 Songs for a Hula Beach Party (Or for Drifting Away to Paradise in a Hammock),29.0,155293.0,0.0,0.396,0.233,9.0,-13.781,0.0,0.0334,0.969,0.887,0.127,0.0966,131.923,4.0,guitar
,,,Children's,,5xYdmybQDEe6VHYY9bRXcs,HYbr:ID oval p-dance,10.0,256135.0,0.0,0.673,0.453,1.0,-17.198,1.0,0.0596,0.138,0.938,0.172,0.0377,160.004,4.0,idm
,,,Pop,,3RBnnfWA4Q2AqNuwTDdDgz,I Am Not Alone (Radio Version),53.0,237453.0,0.0,0.415,0.398,4.0,-7.204,1.0,0.0268,0.314,0.0,0.106,0.13,143.582,4.0,world-music
,,,Blues,,1kDkaFlmkdEZiVUogaP9OZ,Revolver (Remastered),62.0,119813.0,0.0,0.483,0.351,1.0,-10.487,0.0,0.0278,0.783,0.0,0.115,0.713,81.208,4.0,british
,,,Jazz,,3g5pi8v81uKb3yhERI4iV6,Upbeat Kids Songs!,0.0,63801.0,0.0,0.665,0.788,7.0,-5.848,1.0,0.274,0.219,0.0,0.43,0.932,180.202,4.0,children
,,,Latin,,6tvcxZ6rU7nFvpnzYxFCt0,El Toro del Corrido,47.0,178281.0,0.0,0.651,0.639,9.0,-6.692,1.0,0.0428,0.0485,0.0078,0.245,0.606,110.86,1.0,r-n-b
,,,Blues,,64VLqyvVCCAXyqKCqs40z8,Shadows of the Dying Sun,48.0,380613.0,0.0,0.46,0.982,2.0,-5.488,0.0,0.0601,2.39e-06,0.797,0.37,0.267,112.507,4.0,death-metal
,,,Blues,,4cXnUi6qulwgj0fLSu0VYE,Almost in Love,59.0,133813.0,0.0,0.623,0.613,10.0,-10.099,1.0,0.0698,0.231,0.0,0.12,0.918,144.334,4.0,rock-n-roll
,,,Reggae,,1wxgWPF7uUr9aHDC9QuMEO,Night Shift,51.0,230625.0,0.0,0.751,0.964,2.0,-3.039,1.0,0.0478,0.266,0.62,0.0682,0.417,127.991,4.0,club
,,,Non-Music,,06Rxt3Twa6Y5X7GDLWiaEB,Manifestations,18.0,135826.0,0.0,0.0916,0.998,11.0,-5.353,0.0,0.17,0.00229,0.16,0.522,0.0615,173.833,4.0,black-metal
,,,Blues,,5gBnIF2kEERM1G9Bd78Rrc,Riddim Driven: Beauty and The Beast,22.0,192360.0,0.0,0.811,0.798,11.0,-6.349,0.0,0.179,0.157,0.0,0.092,0.393,112.015,4.0,j-dance
,,,Reggae,,4hiCLNDmnoMbIxZyWquci7,Igreja Quadrangular Do Triângulo Redondo,25.0,62537.0,1.0,0.305,0.972,0.0,-3.607,1.0,0.113,3.19e-05,0.429,0.0953,0.471,123.041,4.0,death-metal
,,,Jazz,,3ZYKbGJ6I5adT5ozf0N6OH,Lucky Ending,45.0,255633.0,0.0,0.598,0.611,11.0,-5.116,1.0,0.0227,0.231,0.0,0.152,0.452,82.98,3.0,j-rock
,,,Jazz,,0I1Cwh35TzragHmaxCOk7D,Corpora Part III,1.0,380099.0,0.0,0.535,0.776,8.0,-13.877,0.0,0.0699,0.000192,0.803,0.149,0.0235,131.004,3.0,minimal-techno
,,,Non-Music,,5ZFN0GcP1IA5jUp9kf1X03,唯舞獨尊演唱會鮮聽版&特別混音專輯,47.0,272066.0,0.0,0.751,0.562,2.0,-7.143,1.0,0.0294,0.312,0.0,0.0928,0.666,90.987,4.0,mandopop
,,,Children's,,3dKhcCyVHuyCDiFuIHTo0q,Halloween y diversión para peques,0.0,239506.0,0.0,0.778,0.395,2.0,-12.054,1.0,0.0401,0.767,0.0,0.109,0.681,111.075,4.0,power-pop
,,,Jazz,,1jy7k4URSRJeO0N2aMzj5R,Moanin' The Blues (Expanded Edition),40.0,159706.0,0.0,0.717,0.327,4.0,-11.028,1.0,0.0361,0.687,0.0,0.0973,0.742,122.615,4.0,honky-tonk
,,,Classical,,1R1wQkLdV9YqZkw34gkFla,Work From Home With Mozart,23.0,193626.0,0.0,0.18,0.0862,2.0,-22.366,0.0,0.0387,0.983,0.375,0.104,0.039,78.536,4.0,opera
,,,Blues,,5xdz5mGaYOgvCBENCogTqU,Você Subia,45.0,145354.0,0.0,0.765,0.701,7.0,-4.882,1.0,0.146,0.311,0.0,0.222,0.632,134.022,4.0,pagode
,,,Pop,,3fz5wOO1kzz7PEgicojJB1,La même tribu (Vol. 1),32.0,198506.0,0.0,0.566,0.441,5.0,-9.468,0.0,0.028,0.366,4.17e-05,0.126,0.309,100.999,4.0,french
,,,Blues,,1eNHcXRF45b14hVuqWlrjG,The Everlasting Slumber Party,16.0,193466.0,0.0,0.869,0.602,9.0,-7.066,1.0,0.388,0.275,0.0,0.392,0.682,112.942,4.0,kids
,,,Hip Hop,,34Cm913ZPfWcOx0ND94heN,Prowler in the Yard (Deluxe Reissue),13.0,295053.0,0.0,0.241,0.984,9.0,-4.756,1.0,0.189,2.78e-05,0.00571,0.392,0.0398,120.187,4.0,grindcore
,,,Reggae,,4BDKR22kIrFUxJwqHNbWv5,Geography (2004),21.0,179266.0,0.0,0.829,0.951,2.0,-2.663,1.0,0.12,0.323,0.453,0.304,0.239,115.961,4.0,industrial
,,,Rock,,0rktSUDG4sC2BldN6XBDbc,Carolina Sound,9.0,144374.0,0.0,0.663,0.375,7.0,-9.283,1.0,0.0734,0.0348,0.877,0.128,0.559,96.002,4.0,study
,,,Reggae,,5A7DqDPUp55MV8ChC252FK,Magical Ring,21.0,225453.0,0.0,0.602,0.47,0.0,-10.071,1.0,0.024,0.225,4.47e-06,0.0992,0.29,93.503,4.0,new-age
,,,Rock,,5pHVJGizchdV0tApncpJjf,La Vida Nocturna,8.0,128000.0,0.0,0.869,0.718,7.0,-6.476,1.0,0.0935,0.0092,0.619,0.877,0.394,120.006,4.0,study
,,,Non-Music,,41ZdNAlV0nfYIggncEG7zZ,Aladdin (Deutscher Original Film-Soundtrack),21.0,113536.0,0.0,0.283,0.235,4.0,-14.246,0.0,0.0364,0.262,0.815,0.199,0.137,141.276,4.0,show-tunes
,,,Electronic,,2L2D0aPziCdIjm57GDMULG,Twilight Noise,0.0,180000.0,0.0,0.216,0.0754,2.0,-24.969,1.0,0.0442,0.795,0.87,0.113,0.0383,138.291,3.0,sleep
,,,Jazz,,1OwWdf12e02HeIQvUsLUdD,So Long of a Journey,21.0,148600.0,0.0,0.535,0.828,11.0,-10.707,1.0,0.0465,0.472,0.0333,0.94,0.841,131.51,4.0,bluegrass
,,,Jazz,,4pcpqfSn8tfm6vQMMZPjpM,Unita (Best Of),25.0,266133.0,0.0,0.794,0.919,9.0,-3.037,1.0,0.0619,0.154,0.0,0.248,0.963,133.55,4.0,synth-pop
,,,Rock,,0q6LuUqGLUiCPP1cbdwFs3,Plastic Beach,78.0,233866.0,0.0,0.689,0.739,2.0,-5.81,1.0,0.026,1.51e-05,0.509,0.064,0.578,120.423,4.0,alternative
,,,Latin,,1FQG72IMugWnzCQcCblz6j,Hijo de Puta,36.0,300328.0,1.0,0.507,0.961,1.0,-4.647,1.0,0.0568,0.000168,8.35e-05,0.703,0.759,75.002,4.0,heavy-metal
,,,Jazz,,3eobRmaLZx4hUmpYgN9ReF,Somewhere Between The Light,20.0,322568.0,0.0,0.537,0.86,8.0,-6.864,0.0,0.0451,0.0113,0.239,0.0714,0.333,174.023,4.0,drum-and-bass
,,,Children's,,5Jyp68GyLYmTtreUjsTlJ4,Stup Virus,32.0,304506.0,0.0,0.482,0.527,5.0,-9.178,0.0,0.1,0.372,0.102,0.242,0.252,73.662,4.0,french
,,,Pop,,7KVu3nqt9EcIEsre6LxCNe,Deli Divane,40.0,191999.0,0.0,0.76,0.421,9.0,-8.699,0.0,0.0496,0.872,0.0,0.134,0.855,100.012,4.0,turkish
,,,Reggae,,0wb7JvyyHS34Hy7o6NQDBA,jazz patterns,28.0,90375.0,0.0,0.763,0.233,4.0,-15.471,0.0,0.132,0.743,0.86,0.0991,0.296,169.944,4.0,study
,,,Latin,,6TDPsrhLwZz00fMWEZ9U7u,Volta / Live Session (Ao Vivo),23.0,256971.0,0.0,0.672,0.697,9.0,-8.533,0.0,0.249,0.12,0.0,0.806,0.868,91.945,4.0,groove
,,,Electronic,,1F950jjYRddZh4gcJDKTYo,"Chora Agora, Ri Depois",46.0,162139.0,1.0,0.744,0.523,5.0,-7.926,0.0,0.276,0.508,0.0,0.0947,0.599,143.982,4.0,funk
,,,Jazz,,3hMAnGqeTEAENfsOa5ggUm,Best 70s Rock Tunes,0.0,220400.0,0.0,0.528,0.391,9.0,-9.39,1.0,0.0253,0.0333,0.0,0.115,0.201,80.31,4.0,country
,,,Pop,,2q8iCyuw5Qs0VmuGAaUHsA,Belinda,39.0,186706.0,0.0,0.592,0.976,2.0,-3.203,1.0,0.0373,0.148,0.0,0.272,0.969,152.063,4.0,swedish
,,,Latin,,0iNSKEG6Te4S9ofncwUsrI,They Just Don't Makim Like Us Any More,27.0,342346.0,0.0,0.644,0.731,5.0,-10.372,0.0,0.0536,0.491,0.00239,0.709,0.872,110.467,4.0,salsa
,,,Children's,,5AaYPmsMNjs72u0HNVwOZn,Mini World (Deluxe),52.0,227640.0,0.0,0.278,0.371,6.0,-10.154,0.0,0.035,0.184,0.0,0.224,0.0979,61.043,4.0,french
,,,Non-Music,,3NWN0E5rnoyDnKcNchdDYd,Waves for Sleep,38.0,80703.0,0.0,0.0818,0.589,0.0,-22.521,1.0,0.0672,0.477,0.938,0.367,1e-05,85.748,3.0,sleep
,,,Rock,,6741g9k5VqpvTNpFukJMmQ,Dreams (Back to 2005 Remix),21.0,220461.0,0.0,0.459,0.956,0.0,-2.272,1.0,0.365,0.0358,0.000969,0.375,0.19,169.948,4.0,happy
,,,Reggae,,4xJ8TUScW55BhujkOWLLdN,Higher Ground,27.0,211466.0,0.0,0.802,0.589,9.0,-5.129,1.0,0.069,0.123,0.0,0.0721,0.778,80.929,4.0,dancehall
,,,Latin,,6EBpZveXzC6YcqpevNF1gq,No me rompas las bolas,16.0,173786.0,0.0,0.755,0.445,10.0,-9.359,0.0,0.203,0.742,8.86e-05,0.0769,0.662,108.408,4.0,tango
,,,Blues,,11I3KKHv7g2pXiuqRDabRA,American Idiot,58.0,326200.0,0.0,0.312,0.949,9.0,-3.533,1.0,0.0784,0.00185,1.78e-05,0.0569,0.65,154.795,4.0,punk
,,,Latin,,17rWVgXfSg9YngQ9GpeKlq,Perreo Tenebroso Vol. 3,0.0,243973.0,0.0,0.748,0.862,0.0,-5.116,1.0,0.116,0.0354,2.65e-05,0.313,0.879,170.085,4.0,reggaeton
