Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Hit/Run,Route Type,Lane Direction,Lane Type,Number of Lanes,Direction,Distance,Distance Unit,Road Grade,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,At Fault,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,First Harmful Event,Second Harmful Event,Junction,Intersection Type,Road Alignment,Road Condition,Road Division,Latitude,Longitude,Location
MCP3096002W,200040208,Montgomery County Police,Property Damage Crash,10/12/2020 06:05:00 PM,No,Maryland (State),South,,3.0,North,0.0,FEET,LEVEL,ROCKVILLE PIKE,ENT TO FEDERAL PLAZA S.C.,,,,DRIVER,SAME DIRECTION LEFT TURN,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05756167,-77.12021833,"(39.05756167, -77.12021833)"
MCP3188000H,190019943,Montgomery County Police,Property Damage Crash,04/28/2019 07:21:00 AM,Yes,Maryland (State),North,LEFT TURN LANE,3.0,North,0.0,FEET,LEVEL,OLD GEORGETOWN RD,CAPITAL BELTWAY,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.01683922,-77.11970678,"(39.01683922, -77.11970678)"
MCP3228003P,220022551,Montgomery County Police,Property Damage Crash,05/26/2022 05:24:00 PM,No,US (State),North,,4.0,North,0.0,FEET,LEVEL,COLESVILLE RD,NOYES CT,,,,DRIVER,SAME DIRECTION LEFT TURN,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.00123733,-77.02543617,"(39.00123733, -77.02543617)"
MCP291700CB,230055806,Montgomery County Police,Property Damage Crash,09/19/2023 05:00:00 PM,Yes,Maryland (State),North,,2.0,South,200.0,FEET,LEVEL,LAYHILL RD,BEL PRE RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.08945947,-77.04466517,"(39.08945947, -77.04466517)"
EJ7877001B,210046912,Gaithersburg Police Depar,Property Damage Crash,11/18/2021 09:01:00 PM,Yes,Maryland (State),North,,3.0,South,5.0,FEET,LEVEL,MONTGOMERY VILLAGE AVE,RUSSELL AVE,,GAITHERSBURG,,DRIVER,SAME DIRECTION LEFT TURN,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,"N/A, UNKNOWN",,OTHER VEHICLE,,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.15461923,-77.20963285,"(39.15461923, -77.20963285)"
MCP30510024,180046490,Montgomery County Police,Property Damage Crash,09/17/2018 04:38:00 PM,No,,,,,,,,,,,PARKING LOT,,,DRIVER,SAME DIRECTION LEFT TURN,RAINING,,DAYLIGHT,,NONE DETECTED,,PARKED VEHICLE,,,,,,,39.035855,-77.14535167,"(39.035855, -77.14535167)"
MCP29730049,180053765,Montgomery County Police,Property Damage Crash,10/27/2018 12:30:00 AM,No,County,East,,3.0,East,0.0,FEET,LEVEL,RANDOLPH RD,GLENMONT CIR #1,,,,DRIVER,SAME DIRECTION LEFT TURN,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05915,-77.04773833,"(39.05915, -77.04773833)"
MCP1205008J,220047527,Montgomery County Police,Injury Crash,10/29/2022 12:30:00 PM,No,County,South,,1.0,South,20.0,FEET,GRADE DOWNHILL,GRUBB RD,COLSTON DR,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,FIXED OBJECT,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",38.99297271,-77.05086711,"(38.99297271, -77.05086711)"
MCP30910022,190061322,Montgomery County Police,Property Damage Crash,12/20/2019 01:06:00 PM,No,County,South,,4.0,South,100.0,FEET,HILL UPHILL,TWINBROOK PKWY,FISHERS LA,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,OTHER VEHICLE,,,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.06319767,-77.11657283,"(39.06319767, -77.11657283)"
MCP1399000P,190031034,Montgomery County Police,Property Damage Crash,06/29/2019 02:30:00 PM,No,Maryland (State),West,,2.0,North,0.0,FEET,LEVEL,FREDERICK RD,ODENDHAL AVE,,GAITHERSBURG,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,,39.14882333,-77.20648333,"(39.14882333, -77.20648333)"
MCP1174004P,210001328,Montgomery County Police,Property Damage Crash,01/11/2021 12:24:00 PM,No,Maryland (State),West,,3.0,North,0.0,FEET,LEVEL,WISCONSIN AVE,EAST WEST HWY (W/B COUPLET),,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FIVE-POINT OR MORE,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.98478924,-77.09419997,"(38.98478924, -77.09419997)"
MCP29780025,180004081,Montgomery County Police,Property Damage Crash,01/24/2018 03:42:00 PM,No,County,North,,1.0,North,100.0,FEET,LEVEL,QUINCE ORCHARD RD,SHEETS FARM RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLOUDY,DRY,DAYLIGHT,,NONE DETECTED,,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.11155167,-77.25248833,"(39.11155167, -77.25248833)"
MCP2888001C,190024499,Montgomery County Police,Property Damage Crash,05/23/2019 12:04:00 PM,No,,,,,,,,,,,BUS LOOP/PARKING LOT OF WOOTTON HIGH SCHOOL,,,DRIVER,SAME DIRECTION LEFT TURN,,,DAYLIGHT,NO CONTROLS,,,OTHER VEHICLE,,,,,,,39.07695667,-77.18221,"(39.07695667, -77.18221)"
MCP21070042,230026239,Montgomery County Police,Property Damage Crash,06/01/2023 07:24:00 AM,No,Maryland (State),West,,2.0,South,250.0,FEET,LEVEL,CLARKSBURG RD,RAMP 8 FR IS 270 SB TO MD 121 WB,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,OTHER,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION RELATED,ROUNDABOUT,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED WITH A CONTINUOUS LEFT TURN",39.22831285,-77.28889344,"(39.22831285, -77.28889344)"
MCP2859007D,190043034,Montgomery County Police,Property Damage Crash,09/08/2019 01:40:00 PM,No,Municipality,West,,1.0,East,0.0,FEET,LEVEL,W DEER PARK RD,SUNNYSIDE CT,,GAITHERSBURG,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.13203333,-77.20210667,"(39.13203333, -77.20210667)"
MCP33420007,220037582,Montgomery County Police,Property Damage Crash,09/06/2022 04:43:00 PM,No,Maryland (State),South,,3.0,North,0.0,FEET,LEVEL,GEORGIA AVE,INTERCOUNTY CONNECTOR,,,,DRIVER,SAME DIRECTION LEFT TURN,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.126492,-77.072437,"(39.126492, -77.072437)"
MCP284800B1,210014842,Montgomery County Police,Property Damage Crash,04/21/2021 11:48:00 AM,No,,,,,,,,,,,"10225 FREDERICK RD 
(PARKING LOT OF APARTMENT)",,,DRIVER,SAME DIRECTION LEFT TURN,CLOUDY,,DAYLIGHT,,NONE DETECTED,,OTHER VEHICLE,,,,,,,39.02455667,-77.06942333,"(39.02455667, -77.06942333)"
MCP2748001G,190055229,Montgomery County Police,Injury Crash,11/15/2019 11:35:00 PM,No,County,South,,1.0,North,0.0,FEET,LEVEL,ST ELMO AVE,NORFOLK AVE,,,,DRIVER,SAME DIRECTION LEFT TURN,,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,"N/A, NONE DETECTED",,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.98922283,-77.09702867,"(38.98922283, -77.09702867)"
MCP1174005W,230006796,Montgomery County Police,Injury Crash,02/10/2023 11:40:00 AM,No,Maryland (State),North,,2.0,South,50.0,FEET,LEVEL,ROCKVILLE PIKE,TUCKERMAN LA,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.0236694,-77.10289826,"(39.0236694, -77.10289826)"
MCP2936003V,200021172,Montgomery County Police,Property Damage Crash,05/28/2020 03:30:00 PM,No,Maryland (State),North,,3.0,North,0.0,FEET,LEVEL,ROCKVILLE PIKE,GROSVENOR LA,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.02276167,-77.10252167,"(39.02276167, -77.10252167)"
MCP1233004Y,220048741,Montgomery County Police,Property Damage Crash,11/10/2022 07:19:00 PM,No,Maryland (State),West,,2.0,East,20.0,FEET,LEVEL,KNOWLES AVE,EWELL AVE,,,,DRIVER,SAME DIRECTION LEFT TURN,CLOUDY,DRY,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED WITH A CONTINUOUS LEFT TURN",39.02951333,-77.08315333,"(39.02951333, -77.08315333)"
MCP2864004K,220043243,Montgomery County Police,Injury Crash,10/04/2022 12:40:00 PM,No,Maryland (State),South,,3.0,North,150.0,FEET,LEVEL,WISCONSIN AVE,CORDELL AVE,,,,DRIVER,SAME DIRECTION LEFT TURN,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.99129167,-77.09581833,"(38.99129167, -77.09581833)"
MCP29670049,200017082,Montgomery County Police,Property Damage Crash,04/24/2020 03:25:00 PM,No,Maryland (State),East,LEFT TURN LANE,3.0,North,0.0,FEET,LEVEL,ROCKVILLE PIKE,OLD GEORGETOWN RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,OTHER VEHICLE,FIXED OBJECT,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.04999333,-77.11438667,"(39.04999333, -77.11438667)"
MCP28480075,180035539,Montgomery County Police,Property Damage Crash,07/18/2018 12:11:00 PM,No,Maryland (State),West,,3.0,East,0.0,FEET,LEVEL,MONTROSE RD,TOWER OAKS BLVD,,ROCKVILLE,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05563,-77.14954,"(39.05563, -77.14954)"
MCP3270001R,220025787,Montgomery County Police,Property Damage Crash,06/15/2022 03:32:00 PM,No,County,West,,2.0,East,0.0,FEET,LEVEL,FENTON ST,WAYNE AVE,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.99510667,-77.02454667,"(38.99510667, -77.02454667)"
MCP24870035,230030708,Montgomery County Police,Property Damage Crash,06/27/2023 10:30:00 AM,No,County,South,,1.0,South,0.0,FEET,LEVEL,TRAVILAH RD,BACALL LA,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,FIXED OBJECT,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.06385833,-77.27062333,"(39.06385833, -77.27062333)"
MCP3190005D,230059283,Montgomery County Police,Property Damage Crash,10/08/2023 12:55:00 PM,No,Maryland (State),South,,3.0,North,0.0,FEET,LEVEL,GEORGIA AVE,WEISMAN RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05172667,-77.05147833,"(39.05172667, -77.05147833)"
MCP12330021,170548177,Montgomery County Police,Property Damage Crash,12/12/2017 06:38:00 PM,No,Maryland (State),North,,4.0,South,100.0,FEET,HILL UPHILL,CONNECTICUT AVE,JONES BRIDGE RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLOUDY,DRY,DUSK,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.99823167,-77.07708833,"(38.99823167, -77.07708833)"
DD56120004,17006143,Rockville Police Departme,Injury Crash,02/04/2017 12:28:00 PM,No,Municipality,North,,1.0,North,250.0,FEET,LEVEL,N STONESTREET AVE,LINCOLN AVE,,ROCKVILLE,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,,,,OTHER VEHICLE,FIXED OBJECT,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.09127493,-77.14944005,"(39.09127493, -77.14944005)"
EJ7856007P,190047591,Gaithersburg Police Depar,Injury Crash,10/04/2019 09:41:00 AM,No,Maryland (State),South,,2.0,North,0.0,FEET,GRADE DOWNHILL,GREAT SENECA HWY,QUINCE ORCHARD RD,,,,DRIVER,SAME DIRECTION LEFT TURN,,DRY,DAYLIGHT,,,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.12807167,-77.23735,"(39.12807167, -77.23735)"
MCP30390029,180021548,Montgomery County Police,Property Damage Crash,05/02/2018 04:49:00 PM,No,County,West,,2.0,East,10.0,FEET,LEVEL,JONES BRIDGE RD,CONNECTICUT AVE,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED WITH A CONTINUOUS LEFT TURN",39.000005,-77.077215,"(39.000005, -77.077215)"
MCP26230045,190056717,Montgomery County Police,Property Damage Crash,11/24/2019 02:21:00 AM,Yes,US (State),North,,3.0,North,0.0,FEET,LEVEL,COLUMBIA PIKE,TECH RD,,,,DRIVER,SAME DIRECTION LEFT TURN,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05782833,-76.96843167,"(39.05782833, -76.96843167)"
MCP12200083,210034411,Montgomery County Police,Injury Crash,09/02/2021 03:14:00 PM,Yes,Maryland (State),North,,2.0,South,300.0,FEET,LEVEL,NEW HAMPSHIRE AVE,HEIL RD,,,,DRIVER,SAME DIRECTION LEFT TURN,,DRY,DAYLIGHT,NO CONTROLS,"NONE DETECTED, UNKNOWN",,OTHER VEHICLE,OTHER VEHICLE,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.098652,-77.003171,"(39.098652, -77.003171)"
MCP31490009,180045964,Montgomery County Police,Property Damage Crash,09/14/2018 02:52:00 PM,No,Maryland (State),South,,3.0,South,200.0,MILE,HILL UPHILL,16TH ST,GEORGIA AVE,,,,DRIVER,SAME DIRECTION LEFT TURN,CLOUDY,WET,DAYLIGHT,,NONE DETECTED,,OTHER VEHICLE,,,,CURVE RIGHT,NO DEFECTS,ONE-WAY TRAFFICWAY,39.00571167,-77.03996333,"(39.00571167, -77.03996333)"
MCP3054000M,170536781,Montgomery County Police,Property Damage Crash,10/15/2017 12:05:00 PM,No,Maryland (State),South,,3.0,South,0.2,MILE,LEVEL,FREDERICK RD,SHADY GROVE RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLOUDY,,DAYLIGHT,,NONE DETECTED,,OTHER VEHICLE,FIXED OBJECT,CROSSOVER RELATED,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.12067333,-77.17477,"(39.12067333, -77.17477)"
DM8497001K,220056369,Takoma Park Police Depart,Property Damage Crash,12/20/2022 09:20:00 AM,No,Municipality,North,,4.0,West,0.0,FEET,GRADE DOWNHILL,KIRKLYNN AVE,NEW HAMPSHIRE AVE,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,,,,OTHER VEHICLE,FIXED OBJECT,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.98835277,-76.98791908,"(38.98835277, -76.98791908)"
MCP3153002B,200048186,Montgomery County Police,Property Damage Crash,12/07/2020 11:37:00 AM,No,Maryland (State),West,,2.0,East,250.0,FEET,GRADE DOWNHILL,VEIRS MILL RD,ARBUTUS AVE,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.06557,-77.09903833,"(39.06557, -77.09903833)"
MCP287700BC,230008874,Montgomery County Police,Property Damage Crash,02/22/2023 10:15:00 AM,Yes,County,South,LEFT TURN LANE,3.0,West,0.0,FEET,LEVEL,CEDAR LA,OLD GEORGETOWN RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.00453069,-77.11050149,"(39.00453069, -77.11050149)"
MCP3242000W,210022654,Montgomery County Police,Property Damage Crash,06/14/2021 07:29:00 AM,No,US (State),North,,4.0,North,0.0,FEET,,COLESVILLE RD,SPRING ST,,,,UNKNOWN,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",38.99858667,-77.02668167,"(38.99858667, -77.02668167)"
MCP2897001Q,190023739,Montgomery County Police,Property Damage Crash,05/19/2019 06:50:00 PM,No,County,West,,3.0,East,60.0,FEET,LEVEL,MIDDLEBROOK RD,RAMP 7 FR MIDDLEBROOK RD TO RAMP 6,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,OTHER,OTHER,STRAIGHT,NO DEFECTS,ONE-WAY TRAFFICWAY,39.17469333,-77.24824667,"(39.17469333, -77.24824667)"
HA2287000F,19001601,Maryland-National Capital,Property Damage Crash,06/27/2019 12:58:00 PM,No,County,North,,2.0,North,0.25,MILE,LEVEL,AIRPARK RD,MUNCASTER MILL RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.15938883,-77.12843673,"(39.15938883, -77.12843673)"
MCP1382004N,180063128,Montgomery County Police,Property Damage Crash,12/18/2018 10:28:00 AM,No,County,West,LEFT TURN LANE,2.0,East,0.0,FEET,LEVEL,CALVERTON BLVD,GRACEFIELD RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,FIXED OBJECT,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.05681833,-76.95139667,"(39.05681833, -76.95139667)"
MCP3059000L,170530134,Montgomery County Police,Property Damage Crash,09/12/2017 03:47:00 PM,No,County,East,,1.0,East,150.0,FEET,GRADE DOWNHILL,GLENALLAN AVE,LAYHILL RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,OTHER VEHICLE,PARKED VEHICLE,,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.06283833,-77.049265,"(39.06283833, -77.049265)"
MCP2941003L,190037033,Montgomery County Police,Property Damage Crash,08/03/2019 04:03:00 PM,No,US (State),South,,4.0,South,50.0,FEET,GRADE DOWNHILL,COLESVILLE RD,INDIAN SPRING DR,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,YIELD SIGN,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERCHANGE RELATED,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.01256,-77.01689167,"(39.01256, -77.01689167)"
MCP3233000D,200009883,Montgomery County Police,Property Damage Crash,02/28/2020 09:45:00 AM,No,,,,,,,,,,,THE INCIDENT HAPPENED IN A PARKING LOT AT SELIM ROAD AND PHILADELPHIA AVENUE,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,,DAYLIGHT,,"N/A, NONE DETECTED",,OTHER VEHICLE,,,,,,,38.98951667,-77.02628667,"(38.98951667, -77.02628667)"
MCP3149002R,210039976,Montgomery County Police,Property Damage Crash,10/07/2021 09:26:00 AM,No,Maryland (State),South,,3.0,South,50.0,FEET,LEVEL,NEW HAMPSHIRE AVE,OAKVIEW DR,,,,DRIVER,SAME DIRECTION LEFT TURN,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.01565801,-76.9778134,"(39.01565801, -76.9778134)"
MCP28100019,200003859,Montgomery County Police,Property Damage Crash,01/23/2020 06:50:00 PM,Yes,County,South,,2.0,South,100.0,FEET,LEVEL,MONTGOMERY VILLAGE AVE,CENTERWAY RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,,"NONE DETECTED, UNKNOWN",,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.17194667,-77.2038,"(39.17194667, -77.2038)"
MCP32950024,220038875,Montgomery County Police,Property Damage Crash,09/07/2022 03:10:00 PM,No,Maryland (State),West,LEFT TURN LANE,3.0,East,0.0,FEET,LEVEL,UNIVERSITY BLVD W,SUTHERLAND RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,ONE-WAY TRAFFICWAY,39.02071833,-77.01339167,"(39.02071833, -77.01339167)"
MCP209400K2,220030794,Montgomery County Police,Property Damage Crash,07/18/2022 08:14:00 AM,No,Maryland (State),East,,3.0,West,100.0,FEET,GRADE DOWNHILL,MONTGOMERY AVE,PEARL ST,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,ONE-WAY TRAFFICWAY,38.98427833,-77.09145333,"(38.98427833, -77.09145333)"
EJ78260024,170507891,Gaithersburg Police Depar,Injury Crash,05/15/2017 09:59:00 AM,No,Maryland (State),South,LEFT TURN LANE,5.0,North,0.0,FEET,LEVEL,MONTGOMERY VILLAGE AVE,FREDERICK RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.15249211,-77.21207097,"(39.15249211, -77.21207097)"
MCP33220010,220028255,Montgomery County Police,Injury Crash,07/01/2022 08:48:00 AM,No,Maryland (State),West,,2.0,West,100.0,FEET,LEVEL,NORBECK RD,WESTBURY RD,,,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,,,OTHER VEHICLE,OTHER VEHICLE,,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.09997667,-77.09777,"(39.09997667, -77.09777)"
